,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
194,Wed Jan 22 15:35:44 +0000 2020,1220007145762103296,1220007145762103296,"RT @MrBeach_Geog: I’m so excited! I have just submitted my application for the Teaching and Learning in Geoscience Education course, starti…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'MrBeach_Geog', 'name': 'Mr Beach', 'id': 1163914076302565378, 'id_str': '1163914076302565378', 'indices': [3, 16]}]",[],en,recent,2981276992,2981276992,Keele GGE,KeeleGGE,Keele University,"News, updates and information about all Geography, Geology and Environmental (GGE) undergraduate and postgraduate courses at Keele University 🌎🌍🌎",http://t.co/D1z4owk1Em,[],False,1058,274,28,Fri Jan 16 15:04:10 +0000 2015,8021,,,False,False,7055,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/890919989192118273/OVsimAGV_normal.jpg,https://pbs.twimg.com/profile_images/890919989192118273/OVsimAGV_normal.jpg,94D487,000000,000000,000000,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2981276992/1501246872,"[{'url': 'http://t.co/D1z4owk1Em', 'expanded_url': 'http://www.keele.ac.uk/gge/', 'display_url': 'keele.ac.uk/gge/', 'indices': [0, 22]}]",,,,,,,,,,,Wed Jan 22 15:33:07 +0000 2020,1.2200064870969508e+18,1220006487096950784,"I’m so excited! I have just submitted my application for the Teaching and Learning in Geoscience Education course, starting in Summer 2020. I cannot wait to further my teaching practice and champion the importance of geoscience education in 🏫 @KeeleUniversity @KeeleGGE @ESTA_UK",False,"[0, 278]",[],[],"[{'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [243, 259]}, {'screen_name': 'KeeleGGE', 'name': 'Keele GGE', 'id': 2981276992, 'id_str': '2981276992', 'indices': [260, 269]}, {'screen_name': 'ESTA_UK', 'name': 'ESTA', 'id': 939653574, 'id_str': '939653574', 'indices': [270, 278]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.1639140763025654e+18,1163914076302565378,Mr Beach,MrBeach_Geog,"Penkridge, England",• Trainee Geography Teacher 🏳️‍🌈 @ Uni of Birmingham (2019+)🌍 •BSc Geology & Physical Geography @ Keele Uni (2015-2019)👨🏼‍🎓 •RGS Scholar (2019/2020) 🗺,,[],False,270.0,549.0,1.0,Tue Aug 20 20:42:04 +0000 2019,1692.0,,,False,False,159.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1172777300477317120/wX78NtOt_normal.jpg,https://pbs.twimg.com/profile_images/1172777300477317120/wX78NtOt_normal.jpg,https://pbs.twimg.com/profile_banners/1163914076302565378/1570738985,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,14.0,False,False,en,
204,Wed Jan 22 09:34:00 +0000 2020,1219916112101629952,1219916112101629952,@martinedmondson @KeeleUniversity This looks great -- good luck! We've just got a TEDx licence at LBU (@TEDxLBU). Hope to have a similar themed talk like this at some point in the future...,False,"[34, 189]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.219898655974613e+18,1219898655974612992,26492916.0,26492916,martinedmondson,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'martinedmondson', 'name': 'Martin Edmondson', 'id': 26492916, 'id_str': '26492916', 'indices': [0, 16]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [17, 33]}, {'screen_name': 'TEDxLBU', 'name': 'TEDx Leeds Beckett University', 'id': 1179680696807362560, 'id_str': '1179680696807362560', 'indices': [103, 111]}]",[],en,recent,271093955,271093955,Bᴇɴ Rᴏʙᴇʀᴛsᴏɴ🗽,CareersChapBen,“an unremarkable Leeds suburb”,"Careers educator: FHEA | AGCAS Creative Industries. Helping students create their futures. Ceaseless appetite for learning, for wisdom, for books... for coffee!",https://t.co/a5HsODLiXW,[],False,837,970,31,Wed Mar 23 21:06:41 +0000 2011,7177,,,True,False,4314,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1124394201809072132/nTC1EiNe_normal.jpg,https://pbs.twimg.com/profile_images/1124394201809072132/nTC1EiNe_normal.jpg,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/271093955/1571947830,"[{'url': 'https://t.co/a5HsODLiXW', 'expanded_url': 'http://linkedin.com/in/CareersChapBen', 'display_url': 'linkedin.com/in/CareersChap…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Wed Jan 22 08:59:09 +0000 2020,1219907341954560000,1219907341954560000,@EmmaWoody11 @MarkOrmerod4 @trevormcmillan @KeeleUniversity @IES_London Thanks Emma!,False,"[72, 84]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198969009645732e+18,1219896900964573184,9.838039646668513e+17,983803964666851329,EmmaWoody11,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EmmaWoody11', 'name': 'Emma Woodcock', 'id': 983803964666851329, 'id_str': '983803964666851329', 'indices': [0, 12]}, {'screen_name': 'MarkOrmerod4', 'name': 'Mark Ormerod', 'id': 835104496246263813, 'id_str': '835104496246263813', 'indices': [13, 26]}, {'screen_name': 'trevormcmillan', 'name': 'Trevor McMillan', 'id': 77301712, 'id_str': '77301712', 'indices': [27, 42]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [43, 59]}, {'screen_name': 'IES_London', 'name': 'IES', 'id': 208720249, 'id_str': '208720249', 'indices': [60, 71]}]",[],en,recent,1013333792604508160,1013333792604508160,David Amigoni,AmigoniDavid,"Woore, England","Professor of English, PVC Research, Keele University, Chair SoT Cultural Forum (views my own)",https://t.co/CsdtsH0i4k,[],False,743,430,6,Sun Jul 01 08:09:37 +0000 2018,11227,,,True,False,3278,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1097258717601509376/_FJ6CcqK_normal.jpg,https://pbs.twimg.com/profile_images/1097258717601509376/_FJ6CcqK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1013333792604508160/1559951566,"[{'url': 'https://t.co/CsdtsH0i4k', 'expanded_url': 'https://www.keele.ac.uk/english/people/davidamigoni/', 'display_url': 'keele.ac.uk/english/people…', 'indices': [0, 23]}]",1defb223d7412338,https://api.twitter.com/1.1/geo/id/1defb223d7412338.json,city,Keele,"Keele, England",GB,United Kingdom,[],Polygon,"[[[-2.295731, 52.997286], [-2.263932, 52.997286], [-2.263932, 53.0082954], [-2.295731, 53.0082954]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Wed Jan 22 08:17:40 +0000 2020,1219896900964573184,1219896900964573184,@MarkOrmerod4 @trevormcmillan @KeeleUniversity @AmigoniDavid @IES_London Congratulations @AmigoniDavid,False,"[73, 102]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2192813106713436e+18,1219281310671343616,8.351044962462638e+17,835104496246263813,MarkOrmerod4,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'MarkOrmerod4', 'name': 'Mark Ormerod', 'id': 835104496246263813, 'id_str': '835104496246263813', 'indices': [0, 13]}, {'screen_name': 'trevormcmillan', 'name': 'Trevor McMillan', 'id': 77301712, 'id_str': '77301712', 'indices': [14, 29]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [30, 46]}, {'screen_name': 'AmigoniDavid', 'name': 'David Amigoni', 'id': 1013333792604508160, 'id_str': '1013333792604508160', 'indices': [47, 60]}, {'screen_name': 'IES_London', 'name': 'IES', 'id': 208720249, 'id_str': '208720249', 'indices': [61, 72]}, {'screen_name': 'AmigoniDavid', 'name': 'David Amigoni', 'id': 1013333792604508160, 'id_str': '1013333792604508160', 'indices': [89, 102]}]",[],en,recent,983803964666851329,983803964666851329,Emma Woodcock,EmmaWoody11,"Newcastle-under-Lyme, England",Proud to be part of the team @KeeleUniConf @KeeleUniversity and Board Director of @Academicvenues #eventprof also #wife #mum #tryingtobevegan - views are my own,https://t.co/iDQo6GI6xs,[],False,332,1386,0,Tue Apr 10 20:28:38 +0000 2018,1955,,,False,False,345,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/983808412071944193/vscV5Om9_normal.jpg,https://pbs.twimg.com/profile_images/983808412071944193/vscV5Om9_normal.jpg,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/983803964666851329/1523394499,"[{'url': 'https://t.co/iDQo6GI6xs', 'expanded_url': 'http://www.keele-conference.com', 'display_url': 'keele-conference.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Wed Jan 22 07:29:50 +0000 2020,1219884863043592192,1219884863043592192,RT @jury_kate: @KeeleUniversity @KeeleWildlife @GreenKeele @AlanaWheat @HogFriendly This is fantastic!n I’m so proud to work at Keele,False,"[0, 133]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'jury_kate', 'name': 'Kate Jury', 'id': 877958593433268225, 'id_str': '877958593433268225', 'indices': [3, 13]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [15, 31]}, {'screen_name': 'KeeleWildlife', 'name': 'Keele Wildlife Society & Hedgehog Friendly Campus', 'id': 1013353494093402112, 'id_str': '1013353494093402112', 'indices': [32, 46]}, {'screen_name': 'GreenKeele', 'name': 'Green:Keele', 'id': 1136856205, 'id_str': '1136856205', 'indices': [47, 58]}, {'screen_name': 'AlanaWheat', 'name': 'Alana Wheat', 'id': 916334668529766401, 'id_str': '916334668529766401', 'indices': [59, 70]}, {'screen_name': 'HogFriendly', 'name': 'Hedgehog Friendly Campus', 'id': 1006559794986213376, 'id_str': '1006559794986213376', 'indices': [71, 83]}]",[],en,recent,1006559794986213376,1006559794986213376,Hedgehog Friendly Campus,HogFriendly,,"On a mission to make your campus hedgehog friendly! Whether you’re staff or student, get involved! info@hedgehogfriendlycampus.co.uk. Funded by @hedgehogsociety",,[],False,1187,2532,4,Tue Jun 12 15:32:10 +0000 2018,3941,,,True,False,1689,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1107751136596058112/RKmPg1ab_normal.png,https://pbs.twimg.com/profile_images/1107751136596058112/RKmPg1ab_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1006559794986213376/1553521129,,,,,,,,,,,,Wed Jan 22 06:53:06 +0000 2020,1.2198756177154744e+18,1219875617715474433,@KeeleUniversity @KeeleWildlife @GreenKeele @AlanaWheat @HogFriendly This is fantastic!n I’m so proud to work at Keele,False,"[69, 118]",[],[],"[{'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [0, 16]}, {'screen_name': 'KeeleWildlife', 'name': 'Keele Wildlife Society & Hedgehog Friendly Campus', 'id': 1013353494093402112, 'id_str': '1013353494093402112', 'indices': [17, 31]}, {'screen_name': 'GreenKeele', 'name': 'Green:Keele', 'id': 1136856205, 'id_str': '1136856205', 'indices': [32, 43]}, {'screen_name': 'AlanaWheat', 'name': 'Alana Wheat', 'id': 916334668529766401, 'id_str': '916334668529766401', 'indices': [44, 55]}, {'screen_name': 'HogFriendly', 'name': 'Hedgehog Friendly Campus', 'id': 1006559794986213376, 'id_str': '1006559794986213376', 'indices': [56, 68]}]",[],en,recent,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2195851478147318e+18,1219585147814731776,15389918.0,15389918,KeeleUniversity,8.779585934332682e+17,877958593433268225,Kate Jury,jury_kate,"Rode Heath, England",Lecturer in Psychology Keele FY. Chartered Psychologist. Lead Examiner Pearson BTEC Forensics,https://t.co/WBNuhAcJOc,[],False,61.0,206.0,0.0,Thu Jun 22 18:36:55 +0000 2017,687.0,,,True,False,209.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/894436500133249024/gvkQM-JZ_normal.jpg,https://pbs.twimg.com/profile_images/894436500133249024/gvkQM-JZ_normal.jpg,https://pbs.twimg.com/profile_banners/877958593433268225/1502085317,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,3.0,False,False,en,"[{'url': 'https://t.co/WBNuhAcJOc', 'expanded_url': 'http://www.keele.ac.uk/foundationyear', 'display_url': 'keele.ac.uk/foundationyear', 'indices': [0, 23]}]"
213,Wed Jan 22 06:15:48 +0000 2020,1219866231953596417,1219866231953596417,@rladams6 @KeeleUniversity @Sportkeele Great to see walking meetings being used,False,"[39, 79]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2196749501240812e+18,1219674950124081154,1960684758.0,1960684758,rladams6,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'rladams6', 'name': 'Rachel Adams', 'id': 1960684758, 'id_str': '1960684758', 'indices': [0, 9]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [10, 26]}, {'screen_name': 'Sportkeele', 'name': 'SportKeele', 'id': 282096073, 'id_str': '282096073', 'indices': [27, 38]}]",[],en,recent,3803978422,3803978422,Pauline Walsh,pnwalsh1,,"Professor of Nursing 
Pro Vice Chancellor and Executive Dean,  Keele University and Chair RCN Education Forum",,[],False,147,93,2,Mon Sep 28 13:04:07 +0000 2015,75,,,False,False,63,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1131566411023831040/wf1mFXLa_normal.png,https://pbs.twimg.com/profile_images/1131566411023831040/wf1mFXLa_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Tue Jan 21 16:48:26 +0000 2020,1219663050963324928,1219663050963324928,RT @KeeleWildlife: @KeeleUniversity @GreenKeele @AlanaWheat @HogFriendly Thank you!! We are delighted and can't wait for what the next seme…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'KeeleWildlife', 'name': 'Keele Wildlife Society & Hedgehog Friendly Campus', 'id': 1013353494093402112, 'id_str': '1013353494093402112', 'indices': [3, 17]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [19, 35]}, {'screen_name': 'GreenKeele', 'name': 'Green:Keele', 'id': 1136856205, 'id_str': '1136856205', 'indices': [36, 47]}, {'screen_name': 'AlanaWheat', 'name': 'Alana Wheat', 'id': 916334668529766401, 'id_str': '916334668529766401', 'indices': [48, 59]}, {'screen_name': 'HogFriendly', 'name': 'Hedgehog Friendly Campus', 'id': 1006559794986213376, 'id_str': '1006559794986213376', 'indices': [60, 72]}]",[],en,recent,1006559794986213376,1006559794986213376,Hedgehog Friendly Campus,HogFriendly,,"On a mission to make your campus hedgehog friendly! Whether you’re staff or student, get involved! info@hedgehogfriendlycampus.co.uk. Funded by @hedgehogsociety",,[],False,1187,2532,4,Tue Jun 12 15:32:10 +0000 2018,3941,,,True,False,1689,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1107751136596058112/RKmPg1ab_normal.png,https://pbs.twimg.com/profile_images/1107751136596058112/RKmPg1ab_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1006559794986213376/1553521129,,,,,,,,,,,,Tue Jan 21 16:47:22 +0000 2020,1.219662783421264e+18,1219662783421263872,@KeeleUniversity @GreenKeele @AlanaWheat @HogFriendly Thank you!! We are delighted and can't wait for what the next semester holds Keele hedgehogs!,False,"[54, 147]",[],[],"[{'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [0, 16]}, {'screen_name': 'GreenKeele', 'name': 'Green:Keele', 'id': 1136856205, 'id_str': '1136856205', 'indices': [17, 28]}, {'screen_name': 'AlanaWheat', 'name': 'Alana Wheat', 'id': 916334668529766401, 'id_str': '916334668529766401', 'indices': [29, 40]}, {'screen_name': 'HogFriendly', 'name': 'Hedgehog Friendly Campus', 'id': 1006559794986213376, 'id_str': '1006559794986213376', 'indices': [41, 53]}]",[],en,recent,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2195851478147318e+18,1219585147814731776,15389918.0,15389918,KeeleUniversity,1.0133534940934021e+18,1013353494093402112,Keele Wildlife Society & Hedgehog Friendly Campus,KeeleWildlife,"Keele, England",A university society created to appreciate the surrounding wildlife of Keele and beyond. #HedgehogFriendlyCampus #KeeleWildlifeSociety #KeeleUniversity,https://t.co/xsEa7fblf2,[],False,124.0,208.0,3.0,Sun Jul 01 09:27:54 +0000 2018,363.0,,,False,False,294.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1013354427728744450/CLOlvIkG_normal.jpg,https://pbs.twimg.com/profile_images/1013354427728744450/CLOlvIkG_normal.jpg,https://pbs.twimg.com/profile_banners/1013353494093402112/1573060279,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,1.0,5.0,False,False,en,"[{'url': 'https://t.co/xsEa7fblf2', 'expanded_url': 'https://keelesu.com/activities/society/keelewildlifesociety/', 'display_url': 'keelesu.com/activities/soc…', 'indices': [0, 23]}]"
216,Tue Jan 21 16:47:22 +0000 2020,1219662783421263872,1219662783421263872,@KeeleUniversity @GreenKeele @AlanaWheat @HogFriendly Thank you!! We are delighted and can't wait for what the next semester holds Keele hedgehogs!,False,"[54, 147]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2195851478147318e+18,1219585147814731776,15389918.0,15389918,KeeleUniversity,,,,,False,1,5,False,False,en,[],[],"[{'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [0, 16]}, {'screen_name': 'GreenKeele', 'name': 'Green:Keele', 'id': 1136856205, 'id_str': '1136856205', 'indices': [17, 28]}, {'screen_name': 'AlanaWheat', 'name': 'Alana Wheat', 'id': 916334668529766401, 'id_str': '916334668529766401', 'indices': [29, 40]}, {'screen_name': 'HogFriendly', 'name': 'Hedgehog Friendly Campus', 'id': 1006559794986213376, 'id_str': '1006559794986213376', 'indices': [41, 53]}]",[],en,recent,1013353494093402112,1013353494093402112,Keele Wildlife Society & Hedgehog Friendly Campus,KeeleWildlife,"Keele, England",A university society created to appreciate the surrounding wildlife of Keele and beyond. #HedgehogFriendlyCampus #KeeleWildlifeSociety #KeeleUniversity,https://t.co/xsEa7fblf2,[],False,124,208,3,Sun Jul 01 09:27:54 +0000 2018,363,,,False,False,294,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1013354427728744450/CLOlvIkG_normal.jpg,https://pbs.twimg.com/profile_images/1013354427728744450/CLOlvIkG_normal.jpg,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1013353494093402112/1573060279,"[{'url': 'https://t.co/xsEa7fblf2', 'expanded_url': 'https://keelesu.com/activities/society/keelewildlifesociety/', 'display_url': 'keelesu.com/activities/soc…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Mon Jan 20 21:17:29 +0000 2020,1219368374502817792,1219368374502817792,"@MarkOrmerod4 @KeeleUniversity @IES_London Thanks, Mark",False,"[43, 55]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2192813106713436e+18,1219281310671343616,8.351044962462638e+17,835104496246263813,MarkOrmerod4,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MarkOrmerod4', 'name': 'Mark Ormerod', 'id': 835104496246263813, 'id_str': '835104496246263813', 'indices': [0, 13]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [14, 30]}, {'screen_name': 'IES_London', 'name': 'IES', 'id': 208720249, 'id_str': '208720249', 'indices': [31, 42]}]",[],en,recent,1013333792604508160,1013333792604508160,David Amigoni,AmigoniDavid,"Woore, England","Professor of English, PVC Research, Keele University, Chair SoT Cultural Forum (views my own)",https://t.co/CsdtsH0i4k,[],False,743,430,6,Sun Jul 01 08:09:37 +0000 2018,11227,,,True,False,3278,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1097258717601509376/_FJ6CcqK_normal.jpg,https://pbs.twimg.com/profile_images/1097258717601509376/_FJ6CcqK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1013333792604508160/1559951566,"[{'url': 'https://t.co/CsdtsH0i4k', 'expanded_url': 'https://www.keele.ac.uk/english/people/davidamigoni/', 'display_url': 'keele.ac.uk/english/people…', 'indices': [0, 23]}]",2510257c7b5da0a5,https://api.twitter.com/1.1/geo/id/2510257c7b5da0a5.json,city,Woore,"Woore, England",GB,United Kingdom,[],Polygon,"[[[-2.41296, 52.972971], [-2.396947, 52.972971], [-2.396947, 52.980784], [-2.41296, 52.980784]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Mon Jan 20 18:58:49 +0000 2020,1219333474504581120,1219333474504581120,@AaronBell4NUL Well done Aaron and slipped in @KeeleUniversity into your maiden speech too.. Great stuff,False,"[15, 104]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2193301150474772e+18,1219330115047477254,240808845.0,240808845,AaronBell4NUL,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AaronBell4NUL', 'name': 'Aaron Bell MP', 'id': 240808845, 'id_str': '240808845', 'indices': [0, 14]}, {'screen_name': 'KeeleUniversity', 'name': 'Keele University', 'id': 15389918, 'id_str': '15389918', 'indices': [46, 62]}]",[],en,recent,110367770,110367770,simon wathall,siwathall,Uttoxeter,"Health Informatics Specialist, Clinical Trials Unit at Keele University. Nottm Forest season ticket holder #nffc These are my own views etc",,[],False,313,1323,11,Mon Feb 01 08:50:29 +0000 2010,410,,,True,False,1324,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/2514089377/ayxh9wr336vba6r71yca_normal.jpeg,https://pbs.twimg.com/profile_images/2514089377/ayxh9wr336vba6r71yca_normal.jpeg,0084B4,A8C7F7,C0DFEC,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/110367770/1357313905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
