,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
104,Tue Jan 21 19:32:19 +0000 2020,1219704293025955840,1219704293025955840,"Looking forward to @NUAlumni @NorthwesternU  #NUConnects this week! This aspiring #DataScientist is hoping to meet fellow data/information #scientists @CentrallyHuman, @ChicagoDiane, @JonathanKamel, @LakshmanBoddoju (already met at @ChicagoPython). #GoCats (and #GoBlue, @UMSI)",False,"[0, 277]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,3,False,False,en,"[{'text': 'NUConnects', 'indices': [45, 56]}, {'text': 'DataScientist', 'indices': [82, 96]}, {'text': 'scientists', 'indices': [139, 150]}, {'text': 'GoCats', 'indices': [249, 256]}, {'text': 'GoBlue', 'indices': [262, 269]}]",[],"[{'screen_name': 'NUAlumni', 'name': 'Northwestern Alumni', 'id': 76071004, 'id_str': '76071004', 'indices': [19, 28]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [29, 43]}, {'screen_name': 'CentrallyHuman', 'name': 'Centrally Human', 'id': 2422390650, 'id_str': '2422390650', 'indices': [151, 166]}, {'screen_name': 'ChicagoDiane', 'name': 'Diane Saucier', 'id': 32403365, 'id_str': '32403365', 'indices': [168, 181]}, {'screen_name': 'JonathanKamel', 'name': 'Jonathan Kamel', 'id': 429458286, 'id_str': '429458286', 'indices': [183, 197]}, {'screen_name': 'LakshmanBoddoju', 'name': 'Lakshman Pavan Kumar', 'id': 202074416, 'id_str': '202074416', 'indices': [199, 215]}, {'screen_name': 'ChicagoPython', 'name': 'ChiPy', 'id': 4145734157, 'id_str': '4145734157', 'indices': [232, 246]}, {'screen_name': 'umsi', 'name': 'School of Information', 'id': 18033550, 'id_str': '18033550', 'indices': [271, 276]}]",[],en,recent,1156719981511548928,1156719981511548928,Tony Purkal,UMtony,,Master of Applied Data Science student @UMSI @UMich #GoBlue #LeadersAndBest | @NorthwesternU graduate,https://t.co/ypdEwVIS6c,[],False,874,4552,9,Thu Aug 01 00:15:09 +0000 2019,1900,,,False,False,1542,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1157452321288331264/6EjEBtek_normal.jpg,https://pbs.twimg.com/profile_images/1157452321288331264/6EjEBtek_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/ypdEwVIS6c', 'expanded_url': 'https://www.linkedin.com/in/tonypurkal', 'display_url': 'linkedin.com/in/tonypurkal', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1156719981511548928/1564619367,,,,,,,,,,,,,,,,,,,,,
105,Tue Jan 21 16:33:02 +0000 2020,1219659174667280387,1219659174667280387,@magnorris @sbilstein Just a couple of @NorthwesternU grads lifeing,False,"[22, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219655601757868e+18,1219655601757868037,182084459.0,182084459,magnorris,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'magnorris', 'name': 'Maggie', 'id': 182084459, 'id_str': '182084459', 'indices': [0, 10]}, {'screen_name': 'sbilstein', 'name': 'siggy', 'id': 831392896305598464, 'id_str': '831392896305598464', 'indices': [11, 21]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [39, 53]}]",[],en,recent,45489027,45489027,Adam Pumm,pummer,🌐,•Co-founder/Head of Product @AgnesIntel •Former Co-founder/CEO @HiveGlobal •BA Econ/CS @NorthwesternU •Proud @BuffaloBills fan,,[],False,977,2987,53,Mon Jun 08 03:18:00 +0000 2009,27429,,,True,False,5606,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/720397057635131392/pG25m4Nn_normal.jpg,https://pbs.twimg.com/profile_images/720397057635131392/pG25m4Nn_normal.jpg,87788F,FFFFFF,111111,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/45489027/1519574904,,,,,,,,,,,,,,,,,,,,,
107,Tue Jan 21 15:17:53 +0000 2020,1219640262667972608,1219640262667972608,"@ReedAbelson “If the answers were easy, they would have emerged already” -- @C_Garthwaite @KelloggSchool @NorthwesternU 
@ReedAbelson @nytimes",False,"[13, 142]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2150320463782584e+18,1215032046378258432,1102019810.0,1102019810,ReedAbelson,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ReedAbelson', 'name': 'Reed Abelson', 'id': 1102019810, 'id_str': '1102019810', 'indices': [0, 12]}, {'screen_name': 'C_Garthwaite', 'name': 'Craig Garthwaite', 'id': 235147044, 'id_str': '235147044', 'indices': [76, 89]}, {'screen_name': 'KelloggSchool', 'name': 'Kellogg School', 'id': 20182642, 'id_str': '20182642', 'indices': [90, 104]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [105, 119]}, {'screen_name': 'ReedAbelson', 'name': 'Reed Abelson', 'id': 1102019810, 'id_str': '1102019810', 'indices': [121, 133]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [134, 142]}]",[],en,recent,264375667,264375667,John Novotny,patientsDB,New York City,#healthcare #hospitals patient-level cost accounting & operational management @patientsDB @Columbia @NorthwesternU #DPC,https://t.co/Mdp72p8g6n,[],False,878,457,58,Fri Mar 11 20:14:37 +0000 2011,13256,,,True,False,3637,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1086616446875127810/wqmx3_6__normal.jpg,https://pbs.twimg.com/profile_images/1086616446875127810/wqmx3_6__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Mdp72p8g6n', 'expanded_url': 'http://patientsdb.com', 'display_url': 'patientsdb.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,
108,Tue Jan 21 15:17:42 +0000 2020,1219640217503784961,1219640217503784961,"@amitabhchandra2 @ReedAbelson “If the answers were easy, they would have emerged already” -- @C_Garthwaite @KelloggSchool @NorthwesternU 
@ReedAbelson @nytimes",False,"[30, 159]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2189309418397942e+18,1218930941839794177,1087859256.0,1087859256,amitabhchandra2,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'amitabhchandra2', 'name': 'Amitabh Chandra', 'id': 1087859256, 'id_str': '1087859256', 'indices': [0, 16]}, {'screen_name': 'ReedAbelson', 'name': 'Reed Abelson', 'id': 1102019810, 'id_str': '1102019810', 'indices': [17, 29]}, {'screen_name': 'C_Garthwaite', 'name': 'Craig Garthwaite', 'id': 235147044, 'id_str': '235147044', 'indices': [93, 106]}, {'screen_name': 'KelloggSchool', 'name': 'Kellogg School', 'id': 20182642, 'id_str': '20182642', 'indices': [107, 121]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [122, 136]}, {'screen_name': 'ReedAbelson', 'name': 'Reed Abelson', 'id': 1102019810, 'id_str': '1102019810', 'indices': [138, 150]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [151, 159]}]",[],en,recent,264375667,264375667,John Novotny,patientsDB,New York City,#healthcare #hospitals patient-level cost accounting & operational management @patientsDB @Columbia @NorthwesternU #DPC,https://t.co/Mdp72p8g6n,[],False,878,457,58,Fri Mar 11 20:14:37 +0000 2011,13256,,,True,False,3637,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1086616446875127810/wqmx3_6__normal.jpg,https://pbs.twimg.com/profile_images/1086616446875127810/wqmx3_6__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Mdp72p8g6n', 'expanded_url': 'http://patientsdb.com', 'display_url': 'patientsdb.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,
109,Tue Jan 21 14:57:10 +0000 2020,1219635048896520195,1219635048896520195,@RutgersU @NorthwesternU @GovMurphy Holloway is president effective July 1. Rutgers governing boards were unanimous in appointment.,False,"[36, 131]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196263183352996e+18,1219626318335299589,7.674812426231603e+17,767481242623160321,alexisjshanes,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RutgersU', 'name': 'Rutgers University', 'id': 19272796, 'id_str': '19272796', 'indices': [0, 9]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [10, 24]}, {'screen_name': 'GovMurphy', 'name': 'Governor Phil Murphy', 'id': 948946378939609089, 'id_str': '948946378939609089', 'indices': [25, 35]}]",[],en,recent,767481242623160321,767481242623160321,Alexis Shanes,alexisjshanes,NJ via CHI via OKC,Reporter: @northjersey + The Record. Alumna: @MedillSchool + @okstate. Corgi mom. RTs ≠ endorsements. Opinions = mine. Say hi: shanesa@northjersey.com.,https://t.co/pY5djv22l0,[],False,312,1055,11,Sun Aug 21 21:59:22 +0000 2016,2195,,,True,True,1575,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1153470031042351104/52kOXVqO_normal.jpg,https://pbs.twimg.com/profile_images/1153470031042351104/52kOXVqO_normal.jpg,5E366E,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/pY5djv22l0', 'expanded_url': 'http://alexisjshanes.com', 'display_url': 'alexisjshanes.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/767481242623160321/1575927486,,,,,,,,,,,,,,,,,,,,,
120,Mon Jan 20 19:32:56 +0000 2020,1219342060517543939,1219342060517543939,@jeffreylinder @NorthwesternU Is it @MWFriedberg ?,False,"[30, 50]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2193415856593306e+18,1219341585659330561,62933454.0,62933454,jeffreylinder,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'jeffreylinder', 'name': 'Jeff Linder', 'id': 62933454, 'id_str': '62933454', 'indices': [0, 14]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [15, 29]}, {'screen_name': 'MWFriedberg', 'name': 'Mark Friedberg', 'id': 2910962037, 'id_str': '2910962037', 'indices': [36, 48]}]",[],en,recent,473531287,473531287,Aaron Schwartz,A_Schwa,"Boston, MA","MD-PhD tweeting on health, economics, and health economics. IM resident @BrighamWomens. Next, professing @UPenn_MedEthics.",,[],False,2655,682,90,Wed Jan 25 02:30:58 +0000 2012,4653,,,True,False,2641,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/451469306732105728/ncU-s1-Z_normal.jpeg,https://pbs.twimg.com/profile_images/451469306732105728/ncU-s1-Z_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/473531287/1392784710,,,,,,,,,,,,,,,,,,,,,
126,Mon Jan 20 12:18:22 +0000 2020,1219232699480793088,1219232699480793088,@jesswade @uwsph @NorthwesternU @Wikipedia @Hilary_A_Godwin @WikiWomenInRed @500womensci @Science_Grrl @wikiscientists @RealTimeChem For Prof Godwin I added an award to @Wikidata.. She has an incomplete @ORCID_Org record.. there are papers that are likely hershttps://tools.wmflabs.org/author-disambiguator/?doit=Look+for+author&amp;name=Hilary%20Godwin but Wikidata does not have required capacity,False,"[133, 398]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2192004408831304e+18,1219200440883130368,20904490.0,20904490,jesswade,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jesswade', 'name': 'Dr Jess Wade 👩🏻\u200d🔬', 'id': 20904490, 'id_str': '20904490', 'indices': [0, 9]}, {'screen_name': 'uwsph', 'name': 'UW Public Health', 'id': 6653022, 'id_str': '6653022', 'indices': [10, 16]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [17, 31]}, {'screen_name': 'Wikipedia', 'name': 'Wikipedia', 'id': 86390214, 'id_str': '86390214', 'indices': [32, 42]}, {'screen_name': 'Hilary_A_Godwin', 'name': 'Hilary Godwin', 'id': 2831093652, 'id_str': '2831093652', 'indices': [43, 59]}, {'screen_name': 'WikiWomenInRed', 'name': 'Women in Red', 'id': 3283774369, 'id_str': '3283774369', 'indices': [60, 75]}, {'screen_name': '500womensci', 'name': '500womenscientists', 'id': 800459756292882432, 'id_str': '800459756292882432', 'indices': [76, 88]}, {'screen_name': 'Science_Grrl', 'name': 'Science Grrl', 'id': 628765360, 'id_str': '628765360', 'indices': [89, 102]}, {'screen_name': 'wikiscientists', 'name': 'Wiki ♥ Scientists', 'id': 3511866015, 'id_str': '3511866015', 'indices': [103, 118]}, {'screen_name': 'RealTimeChem', 'name': 'RealTimeChem', 'id': 896057234, 'id_str': '896057234', 'indices': [119, 132]}, {'screen_name': 'wikidata', 'name': 'Wikidata', 'id': 57320656, 'id_str': '57320656', 'indices': [169, 178]}, {'screen_name': 'ORCID_Org', 'name': 'ORCID Organization', 'id': 148815591, 'id_str': '148815591', 'indices': [203, 213]}]",[],en,recent,49766535,49766535,Gerard Meijssen,GerardMeijssen,,"wikis, languages and dictionaries but also science and bringing it to you",http://t.co/3ftNocVpYt,[],False,1017,211,89,Mon Jun 22 21:09:21 +0000 2009,9273,,,False,False,9597,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1738943678/Gerard_Meijssen_normal.jpg,https://pbs.twimg.com/profile_images/1738943678/Gerard_Meijssen_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/3ftNocVpYt', 'expanded_url': 'http://ultimategerardm.blogspot.com', 'display_url': 'ultimategerardm.blogspot.com', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/49766535/1370448608,,,,,,,,,,,,,,,,,,,,,
129,Mon Jan 20 07:56:17 +0000 2020,1219166742171262976,1219166742171262976,RT @DrSalliePNP: @GovMurphy @RutgersU @NorthwesternU Welcome and best wishes President Holloway!,False,"[0, 96]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'DrSalliePNP', 'name': 'Sallie Porter DNP PhD APN', 'id': 101254662, 'id_str': '101254662', 'indices': [3, 15]}, {'screen_name': 'GovMurphy', 'name': 'Governor Phil Murphy', 'id': 948946378939609089, 'id_str': '948946378939609089', 'indices': [17, 27]}, {'screen_name': 'RutgersU', 'name': 'Rutgers University', 'id': 19272796, 'id_str': '19272796', 'indices': [28, 37]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [38, 52]}]",[],en,recent,327697369,327697369,James C.Coyne,CoyneoftheRealm,"Washington Square, Philadelphia","Irreverent, socially conscious Clinical Health Psychologist, #Skeptic debunking  hype. Teaching scientists how to promote their work without it. Views my own.",http://t.co/veHBYxJOfQ,[],False,9374,961,389,Sat Jul 02 00:30:18 +0000 2011,16982,,,True,False,52163,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/787261911964364800/MPZafBXf_normal.jpg,https://pbs.twimg.com/profile_images/787261911964364800/MPZafBXf_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,Sun Jan 19 20:32:50 +0000 2020,1.218994746754052e+18,1218994746754052099,@GovMurphy @RutgersU @NorthwesternU Welcome and best wishes President Holloway!,False,"[36, 79]",[],[],"[{'screen_name': 'GovMurphy', 'name': 'Governor Phil Murphy', 'id': 948946378939609089, 'id_str': '948946378939609089', 'indices': [0, 10]}, {'screen_name': 'RutgersU', 'name': 'Rutgers University', 'id': 19272796, 'id_str': '19272796', 'indices': [11, 20]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [21, 35]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2189879391805563e+18,1218987939180556290,9.489463789396091e+17,948946378939609089,GovMurphy,101254662.0,101254662,Sallie Porter DNP PhD APN,DrSalliePNP,The Garden State,Pediatric Nurse Practitioner. Associate Professor. Researcher. Writer. Lifelong Learner.,,[],False,6057.0,1189.0,282.0,Sat Jan 02 16:08:32 +0000 2010,4620.0,,,False,False,36333.0,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/493946663900168192/Jq6B9Hys_normal.jpeg,https://pbs.twimg.com/profile_images/493946663900168192/Jq6B9Hys_normal.jpeg,https://pbs.twimg.com/profile_banners/101254662/1392783510,19CF86,FFF8AD,F6FFD1,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,3.0,False,False,en,"[{'url': 'http://t.co/veHBYxJOfQ', 'expanded_url': 'http://www.coyneoftherealm.com/', 'display_url': 'coyneoftherealm.com', 'indices': [0, 22]}]",https://pbs.twimg.com/profile_banners/327697369/1484662760,,,,,,,,,,,,,,,,,,,,,
136,Mon Jan 20 02:09:36 +0000 2020,1219079497422704640,1219079497422704640,"@ZhenjiaWang @PanosNtz @NorthwesternU In T-cell lymphoblastic leukemia (T-ALL), specific gained CTCF binding sites can be induced by oncogenic NOTCH1 binding (at distinct enhancers), and they work together to activate NOTCH1 target genes.",False,"[38, 238]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2190785138877932e+18,1219078513887793153,36860428.0,36860428,zangcz,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ZhenjiaWang', 'name': 'Zhenjia Wang', 'id': 826600191490916354, 'id_str': '826600191490916354', 'indices': [0, 12]}, {'screen_name': 'PanosNtz', 'name': 'Panos Ntz', 'id': 2176560021, 'id_str': '2176560021', 'indices': [13, 22]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [23, 37]}]",[],en,recent,36860428,36860428,Chongzhi Zang,zangcz,"Charlottesville, VA",Assistant Professor @UVA. Computational Biologist w/ PhD in Physics. Interested in everything in the genome and in the universe. Views are my own.,https://t.co/uX7FlKRIaf,[],False,194,493,4,Fri May 01 02:41:48 +0000 2009,676,,,True,False,236,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1564160744/zangcz_normal.png,https://pbs.twimg.com/profile_images/1564160744/zangcz_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/uX7FlKRIaf', 'expanded_url': 'http://faculty.virginia.edu/zanglab', 'display_url': 'faculty.virginia.edu/zanglab', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/36860428/1490050106,,,,,,,,,,,,,,,,,,,,,
138,Mon Jan 20 02:05:41 +0000 2020,1219078513887793153,1219078513887793153,"@ZhenjiaWang @PanosNtz @NorthwesternU CTCF binding loss and gain frequently occur in cancer. Some of them are associated with DNA methylation changes, while some others are induced by oncogenic transcription factor binding events.",False,"[38, 230]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2190771696216883e+18,1219077169621688321,36860428.0,36860428,zangcz,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ZhenjiaWang', 'name': 'Zhenjia Wang', 'id': 826600191490916354, 'id_str': '826600191490916354', 'indices': [0, 12]}, {'screen_name': 'PanosNtz', 'name': 'Panos Ntz', 'id': 2176560021, 'id_str': '2176560021', 'indices': [13, 22]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [23, 37]}]",[],en,recent,36860428,36860428,Chongzhi Zang,zangcz,"Charlottesville, VA",Assistant Professor @UVA. Computational Biologist w/ PhD in Physics. Interested in everything in the genome and in the universe. Views are my own.,https://t.co/uX7FlKRIaf,[],False,194,493,4,Fri May 01 02:41:48 +0000 2009,676,,,True,False,236,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1564160744/zangcz_normal.png,https://pbs.twimg.com/profile_images/1564160744/zangcz_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/uX7FlKRIaf', 'expanded_url': 'http://faculty.virginia.edu/zanglab', 'display_url': 'faculty.virginia.edu/zanglab', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/36860428/1490050106,,,,,,,,,,,,,,,,,,,,,
150,Sun Jan 19 22:55:02 +0000 2020,1219030534548008960,1219030534548008960,@mayemusk @TheGarageNU @NorthwesternU You can help as well Maye if it interest you,False,"[38, 82]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2185956280678687e+18,1218595628067868672,14171401.0,14171401,mayemusk,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'mayemusk', 'name': 'Maye Musk', 'id': 14171401, 'id_str': '14171401', 'indices': [0, 9]}, {'screen_name': 'TheGarageNU', 'name': 'The Garage', 'id': 3044144584, 'id_str': '3044144584', 'indices': [10, 22]}, {'screen_name': 'NorthwesternU', 'name': 'Northwestern', 'id': 33639255, 'id_str': '33639255', 'indices': [23, 37]}]",[],en,recent,1110207621506785285,1110207621506785285,Eric Vaulton,Eric24375498,"Tazewell, TN",I love anything to do with science and space!,,[],False,12,92,0,Mon Mar 25 15:51:38 +0000 2019,730,,,False,False,298,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1131737680822317056/9T3UOApb_normal.jpg,https://pbs.twimg.com/profile_images/1131737680822317056/9T3UOApb_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1110207621506785285/1558662265,,,,,,,,,,,,,,,,,,,,,
