,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
149,Wed Jan 22 20:53:53 +0000 2020,1220087209740554240,1220087209740554240,@nfchilton @Matter_CP @uoregon @strivefortone Things got serious over here.,False,"[46, 75]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220087033454121e+18,1220087033454120962,7.679790939126538e+17,767979093912653824,nfchilton,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'nfchilton', 'name': 'Nicholas F Chilton', 'id': 767979093912653824, 'id_str': '767979093912653824', 'indices': [0, 10]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [11, 21]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [22, 30]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [31, 45]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Wed Jan 22 20:50:50 +0000 2020,1220086441667112962,1220086441667112962,"@chhendon @Matter_CP @uoregon @strivefortone Possibly was a one-off. But as we know in marketing science, service perceptions (certainly susceptible to variation in its own right), have the ability to dent business. Attempting to explain human behavior is fun in its own right. ;)",False,"[45, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200851485420626e+18,1220085148542062592,848349637.0,848349637,chhendon,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'chhendon', 'name': 'Christopher H. Hendon', 'id': 848349637, 'id_str': '848349637', 'indices': [0, 9]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [10, 20]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [21, 29]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [30, 44]}]",[],en,recent,57453277,57453277,Spencer M Ross,srossmktg,@ManningUML,"asst prof of marketing: researches digital & prosocial consumer behaviors || tweets a lot: politics, #specialtycoffee, #gohabsgo, McGill/UMass alum, vinyl/jazz",,[],False,1740,1521,199,Thu Jul 16 21:33:03 +0000 2009,2128,,,True,False,29422,,False,False,False,003366,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_banners/57453277/1399263649,AA1133,FFFFFF,78141E,919C2E,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Wed Jan 22 20:45:42 +0000 2020,1220085148542062592,1220085148542062592,"@srossmktg @Matter_CP @uoregon @strivefortone No matter what science we invoke, we can't solve mishaps in service.  I'd like to hope/think this was just a one off. Maybe re-dialing in the a coffee, or something.  

Either way, I think the variation in the coffee industry (for better or worse) is what makes it fun.",False,"[46, 315]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220084313196241e+18,1220084313196240897,57453277.0,57453277,srossmktg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'srossmktg', 'name': 'Spencer M Ross', 'id': 57453277, 'id_str': '57453277', 'indices': [0, 10]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [11, 21]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [22, 30]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [31, 45]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Wed Jan 22 20:42:22 +0000 2020,1220084313196240897,1220084313196240897,"@chhendon @Matter_CP @uoregon @strivefortone Don't know when I'll get back to Brisbane next, but service took forever and the shot ended up way underextracted. Was one of the lower points in my Brisbane coffee. I did have a really nice St ALi shot at Pourboy though...",False,"[45, 268]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200829664973783e+18,1220082966497378305,848349637.0,848349637,chhendon,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'chhendon', 'name': 'Christopher H. Hendon', 'id': 848349637, 'id_str': '848349637', 'indices': [0, 9]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [10, 20]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [21, 29]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [30, 44]}]",[],en,recent,57453277,57453277,Spencer M Ross,srossmktg,@ManningUML,"asst prof of marketing: researches digital & prosocial consumer behaviors || tweets a lot: politics, #specialtycoffee, #gohabsgo, McGill/UMass alum, vinyl/jazz",,[],False,1740,1521,199,Thu Jul 16 21:33:03 +0000 2009,2128,,,True,False,29422,,False,False,False,003366,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_banners/57453277/1399263649,AA1133,FFFFFF,78141E,919C2E,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Wed Jan 22 20:42:17 +0000 2020,1220084289808633856,1220084289808633856,"@dylanmc @uoregon You pretty much highlight a key part of our work that we deliberately left open to the end user!  The process does not mandate we all like the same coffee, it simply tells a barista, independent of coffee, how to navigate their dial in to be reproducible.",False,"[18, 273]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200803311868273e+18,1220080331186827265,16373.0,16373,dylanmc,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'dylanmc', 'name': 'dylan mcnamee', 'id': 16373, 'id_str': '16373', 'indices': [0, 8]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [9, 17]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Wed Jan 22 20:37:01 +0000 2020,1220082966497378305,1220082966497378305,"@srossmktg @Matter_CP @uoregon @strivefortone Ah! Our team left there long before then and moved to Melbourne.  I guess, from your tone, you didn't have a great experience there?  I am sorry if that happened, we are working to minimize the aspect of that experience that came from the coffee flavor, itself.",False,"[46, 307]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200825899371602e+18,1220082589937160192,57453277.0,57453277,srossmktg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'srossmktg', 'name': 'Spencer M Ross', 'id': 57453277, 'id_str': '57453277', 'indices': [0, 10]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [11, 21]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [22, 30]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [31, 45]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Wed Jan 22 20:35:32 +0000 2020,1220082589937160192,1220082589937160192,@chhendon @Matter_CP @uoregon @strivefortone A year earlier this month.,False,"[45, 71]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220081590660817e+18,1220081590660816896,848349637.0,848349637,chhendon,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'chhendon', 'name': 'Christopher H. Hendon', 'id': 848349637, 'id_str': '848349637', 'indices': [0, 9]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [10, 20]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [21, 29]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [30, 44]}]",[],en,recent,57453277,57453277,Spencer M Ross,srossmktg,@ManningUML,"asst prof of marketing: researches digital & prosocial consumer behaviors || tweets a lot: politics, #specialtycoffee, #gohabsgo, McGill/UMass alum, vinyl/jazz",,[],False,1740,1521,199,Thu Jul 16 21:33:03 +0000 2009,2128,,,True,False,29422,,False,False,False,003366,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_banners/57453277/1399263649,AA1133,FFFFFF,78141E,919C2E,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Wed Jan 22 20:31:33 +0000 2020,1220081590660816896,1220081590660816896,@srossmktg @Matter_CP @uoregon @strivefortone When?,False,"[46, 51]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220078895547986e+18,1220078895547985920,57453277.0,57453277,srossmktg,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'srossmktg', 'name': 'Spencer M Ross', 'id': 57453277, 'id_str': '57453277', 'indices': [0, 10]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [11, 21]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [22, 30]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [31, 45]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Wed Jan 22 20:20:51 +0000 2020,1220078895547985920,1220078895547985920,@chhendon @Matter_CP @uoregon @strivefortone Been to Frisky Goat. Will leave it at that.,False,"[45, 88]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200487335108772e+18,1220048733510877184,848349637.0,848349637,chhendon,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'chhendon', 'name': 'Christopher H. Hendon', 'id': 848349637, 'id_str': '848349637', 'indices': [0, 9]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [10, 20]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [21, 29]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [30, 44]}]",[],en,recent,57453277,57453277,Spencer M Ross,srossmktg,@ManningUML,"asst prof of marketing: researches digital & prosocial consumer behaviors || tweets a lot: politics, #specialtycoffee, #gohabsgo, McGill/UMass alum, vinyl/jazz",,[],False,1740,1521,199,Thu Jul 16 21:33:03 +0000 2009,2128,,,True,False,29422,,False,False,False,003366,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_images/1168161841182388224/GaVrkGEV_normal.jpg,https://pbs.twimg.com/profile_banners/57453277/1399263649,AA1133,FFFFFF,78141E,919C2E,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Wed Jan 22 18:59:18 +0000 2020,1220058373208457216,1220058373208457216,"@Jason_Burroughs @Matter_CP @uoregon @strivefortone Sorry about the ambiguity!  The coarseness of the grind setting is the x-axis, with the left being ""fine"" and the right being ""coarse"".  If we made a typo in the text I am sorry about that!  

Note that ""much"" coarser in the coffee world is not all that much to us average folks.",False,"[52, 331]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200523045665505e+18,1220052304566550531,15249233.0,15249233,Jason_Burroughs,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Jason_Burroughs', 'name': 'Jason Burroughs', 'id': 15249233, 'id_str': '15249233', 'indices': [0, 16]}, {'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [17, 27]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [28, 36]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [37, 51]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Wed Jan 22 18:21:00 +0000 2020,1220048733510877184,1220048733510877184,"@Matter_CP @uoregon @strivefortone A few great things about this coffee paper.  

1) Authors 1 and 2's affiliation ""Frisky Goat Espresso""

2) I got to use ""tasty point"" and ""optimized tasty point"" in text.

3) There are 8 pages of scary math, but stick with it!",False,"[35, 261]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2200159147933532e+18,1220015914793353216,848349637.0,848349637,chhendon,,,,,False,0,19,False,False,en,[],[],"[{'screen_name': 'Matter_CP', 'name': 'Matter_CP', 'id': 1050083147432509443, 'id_str': '1050083147432509443', 'indices': [0, 10]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [11, 19]}, {'screen_name': 'strivefortone', 'name': 'Michael Cameron', 'id': 239720673, 'id_str': '239720673', 'indices': [20, 34]}]",[],en,recent,848349637,848349637,Christopher H. Hendon,chhendon,"Eugene, OR",assistant professor of chemistry at @uoregon. energy materials modeling. coffee. water for coffee ed2 is coming. promise.,https://t.co/mSn3yqSl2B,[],False,2111,692,44,Wed Sep 26 23:58:47 +0000 2012,3086,,,True,False,523,,False,False,False,3C3C3C,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_images/1088888952843464704/sCEajVnA_normal.jpg,https://pbs.twimg.com/profile_banners/848349637/1542927885,144633,000000,000000,000000,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/mSn3yqSl2B', 'expanded_url': 'http://pages.uoregon.edu/chendon', 'display_url': 'pages.uoregon.edu/chendon', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Wed Jan 22 03:01:39 +0000 2020,1219817372879450112,1219817372879450112,@ROBYfz450 @toystory @Disneyland @DisneylandAP @GoDucks @uoregon @oregonfootball Not sure ... I’ll ask ...,False,"[81, 106]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198172697121464e+18,1219817269712146432,1038183986.0,1038183986,ROBYfz450,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ROBYfz450', 'name': 'YFZ450DUCKDADDY', 'id': 1038183986, 'id_str': '1038183986', 'indices': [0, 10]}, {'screen_name': 'toystory', 'name': 'Toy Story 4', 'id': 883434812266094592, 'id_str': '883434812266094592', 'indices': [11, 20]}, {'screen_name': 'Disneyland', 'name': 'Disneyland Resort', 'id': 12378512, 'id_str': '12378512', 'indices': [21, 32]}, {'screen_name': 'DisneylandAP', 'name': 'Disneyland AP', 'id': 1026896634, 'id_str': '1026896634', 'indices': [33, 46]}, {'screen_name': 'GoDucks', 'name': 'GoDucks', 'id': 15638912, 'id_str': '15638912', 'indices': [47, 55]}, {'screen_name': 'uoregon', 'name': 'University of Oregon', 'id': 40940457, 'id_str': '40940457', 'indices': [56, 64]}, {'screen_name': 'oregonfootball', 'name': 'Oregon Football', 'id': 870731426, 'id_str': '870731426', 'indices': [65, 80]}]",[],en,recent,216290755,216290755,〽️icah🦆,godux1987,Southern Oregon ,Jesus🙏🏽 Die hard @uoregon @goducks fan🦆 @oregonfootball season ticket🎟holder 🦆 #RN4L☠️ #LakeShow🏆#RZRLife 🏁,,[],False,885,1936,13,Tue Nov 16 08:48:57 +0000 2010,34585,,,True,False,10360,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219808234854215680/rFBOobIc_normal.jpg,https://pbs.twimg.com/profile_images/1219808234854215680/rFBOobIc_normal.jpg,https://pbs.twimg.com/profile_banners/216290755/1578019225,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,0c2e6999105f8070,https://api.twitter.com/1.1/geo/id/0c2e6999105f8070.json,city,Anaheim,"Anaheim, CA",US,United States,[],Polygon,"[[[-118.017789, 33.788913], [-117.684389, 33.788913], [-117.684389, 33.896813], [-118.017789, 33.896813]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
