,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.scopes.followers
208,Thu Jan 23 09:53:23 +0000 2020,1220283376394997766,1220283376394997766,"(Obviously I think it would be great if @GretaThunberg were to study economics. Ideally here at @KingsCollegeLon!. But let's not pretend that would be anything other than an automatic disqualification for a job with Trump...,)",False,"[0, 226]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202653654245622e+18,1220265365424562176,246459126.0,246459126,jdportes,,,,,False,6,30,False,False,en,[],[],"[{'screen_name': 'GretaThunberg', 'name': 'Greta Thunberg', 'id': 1006419421244678144, 'id_str': '1006419421244678144', 'indices': [40, 54]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [96, 112]}]",[],en,recent,246459126,246459126,Jonathan Portes,jdportes,London,"Professor of Economics, King's College London; Senior Fellow, UK in a Changing Europe.  Personal views only; usual disclaimers apply.",https://t.co/NtwHMGvCnH,"[{'url': 'https://t.co/NtwHMGvCnH', 'expanded_url': 'http://www.ukandeu.ac.uk', 'display_url': 'ukandeu.ac.uk', 'indices': [0, 23]}]",[],False,60062,807,1448,Wed Feb 02 20:43:16 +0000 2011,149,,,True,False,74312,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1132064597693870080/JlGuTeQt_normal.png,https://pbs.twimg.com/profile_images/1132064597693870080/JlGuTeQt_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4393349f368f67a1,https://api.twitter.com/1.1/geo/id/4393349f368f67a1.json,city,Lambeth,"Lambeth, London",GB,United Kingdom,[],Polygon,"[[[-0.15191, 51.410792], [-0.078902, 51.410792], [-0.078902, 51.509887], [-0.15191, 51.509887]]]",
215,Thu Jan 23 08:05:40 +0000 2020,1220256269149274112,1220256269149274112,@gravywavylucy @KingsCollegeLon @southbankcentre Congratulations 👏,False,"[49, 66]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2200546432476692e+18,1220054643247669249,1125719304.0,1125719304,gravywavylucy,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'gravywavylucy', 'name': 'Lucy Thomas 🔭🌌', 'id': 1125719304, 'id_str': '1125719304', 'indices': [0, 14]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [15, 31]}, {'screen_name': 'southbankcentre', 'name': 'Southbank Centre', 'id': 17185109, 'id_str': '17185109', 'indices': [32, 48]}]",[],en,recent,3521762477,3521762477,KCL Physics,KCL_Physics,"London, England",The Department of Physics at King's College London,http://t.co/AwnduIRskF,"[{'url': 'http://t.co/AwnduIRskF', 'expanded_url': 'http://www.kcl.ac.uk/nms/depts/physics', 'display_url': 'kcl.ac.uk/nms/depts/phys…', 'indices': [0, 22]}]",[],False,820,90,17,Wed Sep 02 09:16:52 +0000 2015,373,,,True,False,905,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/887237340929953792/sAK7Sdr6_normal.jpg,https://pbs.twimg.com/profile_images/887237340929953792/sAK7Sdr6_normal.jpg,https://pbs.twimg.com/profile_banners/3521762477/1466670336,FA743E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Thu Jan 23 08:05:19 +0000 2020,1220256182478221312,1220256182478221312,@SciTech_Cat @KCLalumni @KingsCollegeLon Congratulations 🥳,False,"[41, 58]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2199254338457354e+18,1219925433845735425,219614843.0,219614843,SciTech_Cat,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'SciTech_Cat', 'name': 'Katia Moskvitch', 'id': 219614843, 'id_str': '219614843', 'indices': [0, 12]}, {'screen_name': 'KCLalumni', 'name': 'KCL Alumni', 'id': 115126633, 'id_str': '115126633', 'indices': [13, 23]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [24, 40]}]",[],en,recent,3521762477,3521762477,KCL Physics,KCL_Physics,"London, England",The Department of Physics at King's College London,http://t.co/AwnduIRskF,"[{'url': 'http://t.co/AwnduIRskF', 'expanded_url': 'http://www.kcl.ac.uk/nms/depts/physics', 'display_url': 'kcl.ac.uk/nms/depts/phys…', 'indices': [0, 22]}]",[],False,820,90,17,Wed Sep 02 09:16:52 +0000 2015,373,,,True,False,905,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/887237340929953792/sAK7Sdr6_normal.jpg,https://pbs.twimg.com/profile_images/887237340929953792/sAK7Sdr6_normal.jpg,https://pbs.twimg.com/profile_banners/3521762477/1466670336,FA743E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Thu Jan 23 02:48:57 +0000 2020,1220176564551327745,1220176564551327745,@Heather_McDee @KingsIoPPN @KingsCollegeLon there's a degree of sensory processing though aha,False,"[44, 93]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199531986409144e+18,1219953198640914438,8.066474368611287e+17,806647436861128706,Heather_McDee,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Heather_McDee', 'name': 'Heather McDonald', 'id': 806647436861128706, 'id_str': '806647436861128706', 'indices': [0, 14]}, {'screen_name': 'KingsIoPPN', 'name': 'Institute of Psychiatry, Psychology & Neuroscience', 'id': 936581539, 'id_str': '936581539', 'indices': [15, 26]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [27, 43]}]",[],en,recent,1138953428137316353,1138953428137316353,Dr Eumayr Akram,Eumayrs,UK,"Sleep Researcher & Lecturer in Psychology @sheffhallamuni - Sleep Medicine Student @UniofOxford - Hypersomniac lacking in serotonin, compensating with dopamine.",https://t.co/9O4J7smWxJ,"[{'url': 'https://t.co/9O4J7smWxJ', 'expanded_url': 'https://www.researchgate.net/profile/Umair_Akram2', 'display_url': 'researchgate.net/profile/Umair_…', 'indices': [0, 23]}]",[],False,55,304,0,Wed Jun 12 23:37:12 +0000 2019,43,,,False,False,51,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1149372107446456321/P3kAYG8F_normal.jpg,https://pbs.twimg.com/profile_images/1149372107446456321/P3kAYG8F_normal.jpg,https://pbs.twimg.com/profile_banners/1138953428137316353/1560470027,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Wed Jan 22 22:16:51 +0000 2020,1220108086855323651,1220108086855323651,"@KarolineFaerber @warstudies @KingsCollegeLon Congrats, Karoline! Certainly a new beginning for new adventures!",False,"[46, 111]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200540882026045e+18,1220054088202604545,9.897996605576233e+17,989799660557623297,KarolineFaerber,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'KarolineFaerber', 'name': 'Karoline Faerber', 'id': 989799660557623297, 'id_str': '989799660557623297', 'indices': [0, 16]}, {'screen_name': 'warstudies', 'name': 'War Studies', 'id': 65354167, 'id_str': '65354167', 'indices': [17, 28]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [29, 45]}]",[],en,recent,1125860485985972227,1125860485985972227,Mariana Caldas,Mariana_Caldas_,,PhD Candidate @IRI_PUCRio Thinking deviations through words and images. Materiality. Aesthetics. Visuality. Thinking.,,,[],False,102,204,0,Tue May 07 20:30:32 +0000 2019,1976,,,True,False,282,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1125872982210031616/vSfeoInf_normal.jpg,https://pbs.twimg.com/profile_images/1125872982210031616/vSfeoInf_normal.jpg,https://pbs.twimg.com/profile_banners/1125860485985972227/1557261853,F58EA8,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Wed Jan 22 22:10:21 +0000 2020,1220106452133728257,1220106452133728257,RT @hrreview: Successful partnerships are about having a holistic view @KingsCollegeLon #SEGraduates20,False,"[0, 102]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,"[{'text': 'SEGraduates20', 'indices': [88, 102]}]",[],"[{'screen_name': 'hrreview', 'name': 'HRreview', 'id': 20594940, 'id_str': '20594940', 'indices': [3, 12]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [71, 87]}]",[],en,recent,27743041,27743041,Andrew Wright,ACWright,"London, England","Head of Employer Engagement/Employer, Industry & HEI Relations Service Lead at @KingsCollegeLon /Co-Chair @AGCAS Employer Task Group. HE. Theatre | Own views.",https://t.co/CPylJ8zK7Q,"[{'url': 'https://t.co/CPylJ8zK7Q', 'expanded_url': 'https://www.kcl.ac.uk/people/andrew-wright', 'display_url': 'kcl.ac.uk/people/andrew-…', 'indices': [0, 23]}]",[],False,382,1817,6,Mon Mar 30 22:11:41 +0000 2009,6710,,,False,False,25795,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1211830941490065409/d5wMGZpG_normal.jpg,https://pbs.twimg.com/profile_images/1211830941490065409/d5wMGZpG_normal.jpg,https://pbs.twimg.com/profile_banners/27743041/1578442524,2F4F4F,FFFFFF,C0DFEC,333333,True,True,False,False,False,False,False,none,Wed Jan 22 15:49:01 +0000 2020,1.2200104855354e+18,1220010485535399936,Successful partnerships are about having a holistic view @KingsCollegeLon #SEGraduates20,False,"[0, 88]","[{'text': 'SEGraduates20', 'indices': [74, 88]}]",[],"[{'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [57, 73]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,20594940.0,20594940,HRreview,hrreview,London,Daily HR news plus exclusive features and analysis on the latest human resource trends. Sister company to @SympEvents.,https://t.co/zCQwhjtpCE,"[{'url': 'https://t.co/zCQwhjtpCE', 'expanded_url': 'http://www.hrreview.co.uk', 'display_url': 'hrreview.co.uk', 'indices': [0, 23]}]",[],False,44986.0,480.0,796.0,Wed Feb 11 15:03:36 +0000 2009,4.0,,,True,False,13709.0,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/3368423088/57a3a73acd8ef5bb180868bbb8843be9_normal.jpeg,https://pbs.twimg.com/profile_images/3368423088/57a3a73acd8ef5bb180868bbb8843be9_normal.jpeg,https://pbs.twimg.com/profile_banners/20594940/1559561768,931C20,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,1.0,1.0,False,False,en,,,,,,,,,,,,
239,Wed Jan 22 21:52:23 +0000 2020,1220101933387653121,1220101933387653121,@samohtycul @warstudies @KingsCollegeLon And you! We did ourselves proud!❤️,False,"[41, 75]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220101005314003e+18,1220101005314002944,1.1224498728615076e+18,1122449872861507584,samohtycul,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'samohtycul', 'name': 'Lucy Thomas', 'id': 1122449872861507584, 'id_str': '1122449872861507584', 'indices': [0, 11]}, {'screen_name': 'warstudies', 'name': 'War Studies', 'id': 65354167, 'id_str': '65354167', 'indices': [12, 23]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [24, 40]}]",[],en,recent,989799660557623297,989799660557623297,Karoline Faerber,KarolineFaerber,"London, England","@warstudies @KingsCollegeLon Graduate and Assoc. Features Editor @E_IR. Interested in #genderpolitics, #sociology and #foreignpolicy. She/her.",https://t.co/7Bf8SlHp7G,"[{'url': 'https://t.co/7Bf8SlHp7G', 'expanded_url': 'https://www.linkedin.com/in/karoline-färber-981675151/?locale=en_US', 'display_url': 'linkedin.com/in/karoline-fä…', 'indices': [0, 23]}]",[],False,107,400,1,Fri Apr 27 09:33:23 +0000 2018,365,,,False,False,70,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1103841062135754752/lJ7ZyOXT_normal.jpg,https://pbs.twimg.com/profile_images/1103841062135754752/lJ7ZyOXT_normal.jpg,https://pbs.twimg.com/profile_banners/989799660557623297/1525993923,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Wed Jan 22 21:50:34 +0000 2020,1220101475243905024,1220101475243905024,@mgmessmer @warstudies @KingsCollegeLon Thank you @mgmessmer!!,False,"[40, 62]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200659021395313e+18,1220065902139531270,9.946946624295322e+17,994694662429532161,mgmessmer,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'mgmessmer', 'name': 'Marion Messmer', 'id': 994694662429532161, 'id_str': '994694662429532161', 'indices': [0, 10]}, {'screen_name': 'warstudies', 'name': 'War Studies', 'id': 65354167, 'id_str': '65354167', 'indices': [11, 22]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [23, 39]}, {'screen_name': 'mgmessmer', 'name': 'Marion Messmer', 'id': 994694662429532161, 'id_str': '994694662429532161', 'indices': [50, 60]}]",[],en,recent,989799660557623297,989799660557623297,Karoline Faerber,KarolineFaerber,"London, England","@warstudies @KingsCollegeLon Graduate and Assoc. Features Editor @E_IR. Interested in #genderpolitics, #sociology and #foreignpolicy. She/her.",https://t.co/7Bf8SlHp7G,"[{'url': 'https://t.co/7Bf8SlHp7G', 'expanded_url': 'https://www.linkedin.com/in/karoline-färber-981675151/?locale=en_US', 'display_url': 'linkedin.com/in/karoline-fä…', 'indices': [0, 23]}]",[],False,107,400,1,Fri Apr 27 09:33:23 +0000 2018,365,,,False,False,70,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1103841062135754752/lJ7ZyOXT_normal.jpg,https://pbs.twimg.com/profile_images/1103841062135754752/lJ7ZyOXT_normal.jpg,https://pbs.twimg.com/profile_banners/989799660557623297/1525993923,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Wed Jan 22 21:48:42 +0000 2020,1220101005314002944,1220101005314002944,@KarolineFaerber @warstudies @KingsCollegeLon congratulations! @warstudies have gained an amazing alum 😊,False,"[46, 104]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200540882026045e+18,1220054088202604545,9.897996605576233e+17,989799660557623297,KarolineFaerber,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'KarolineFaerber', 'name': 'Karoline Faerber', 'id': 989799660557623297, 'id_str': '989799660557623297', 'indices': [0, 16]}, {'screen_name': 'warstudies', 'name': 'War Studies', 'id': 65354167, 'id_str': '65354167', 'indices': [17, 28]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [29, 45]}, {'screen_name': 'warstudies', 'name': 'War Studies', 'id': 65354167, 'id_str': '65354167', 'indices': [63, 74]}]",[],en,recent,1122449872861507584,1122449872861507584,Lucy Thomas,samohtycul,"London, England","PhD candidate, @warstudies, @KingsCollegeLon, funded by @lissdtp. Out here trying to denaturalise hate crimes, terrorism, white supremacist violence. She/her",,,[],False,80,176,0,Sun Apr 28 10:37:58 +0000 2019,230,,,True,False,86,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1122451236295520256/35_6iJOc_normal.png,https://pbs.twimg.com/profile_images/1122451236295520256/35_6iJOc_normal.png,https://pbs.twimg.com/profile_banners/1122449872861507584/1556448371,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Wed Jan 22 21:07:18 +0000 2020,1220090583806566402,1220090583806566402,@Caroline_Poll @KingsForensics @Kings_SPHES @kingsmedicine @KingsCollegeLon Starting to feel the pressure Miss Pollard? 😏 #nextinline,False,"[76, 133]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220012646495408e+18,1220012646495408128,32861642.0,32861642,Caroline_Poll,,,,,False,0,1,False,False,en,"[{'text': 'nextinline', 'indices': [122, 133]}]",[],"[{'screen_name': 'Caroline_Poll', 'name': 'Caroline Pollard', 'id': 32861642, 'id_str': '32861642', 'indices': [0, 14]}, {'screen_name': 'KingsForensics', 'name': ""King's Forensics"", 'id': 887314240415178752, 'id_str': '887314240415178752', 'indices': [15, 30]}, {'screen_name': 'Kings_SPHES', 'name': ""King's SPHES"", 'id': 2645511080, 'id_str': '2645511080', 'indices': [31, 43]}, {'screen_name': 'kingsmedicine', 'name': ""King's Faculty of Life Sciences & Medicine"", 'id': 27874383, 'id_str': '27874383', 'indices': [44, 58]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [59, 75]}]",[],en,recent,926043985176682496,926043985176682496,Anastasia Aliferi,anastasialiferi,"London, England","final year PhD candidate studying the epigenetics of ageing, forensic expert, coding novice, STEM ambassador, dog mom, Harry Potter fan, sleep enthusiast",,,[],False,251,541,4,Thu Nov 02 11:11:05 +0000 2017,1526,,,False,False,296,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1042388599898091520/Gj7CJJvO_normal.jpg,https://pbs.twimg.com/profile_images/1042388599898091520/Gj7CJJvO_normal.jpg,https://pbs.twimg.com/profile_banners/926043985176682496/1523012078,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Wed Jan 22 20:27:35 +0000 2020,1220080592261472259,1220080592261472259,@anastasialiferi @pintofscience @KingsCollegeLon @Caroline_Poll @PhilippaHarding @EvaHamrud Woohoo 🙌🏻! So excited for this 😄,False,"[92, 124]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200787992552202e+18,1220078799255220224,9.260439851766825e+17,926043985176682496,anastasialiferi,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'anastasialiferi', 'name': 'Anastasia Aliferi', 'id': 926043985176682496, 'id_str': '926043985176682496', 'indices': [0, 16]}, {'screen_name': 'pintofscience', 'name': 'Pint of Science UK', 'id': 1053724531, 'id_str': '1053724531', 'indices': [17, 31]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [32, 48]}, {'screen_name': 'Caroline_Poll', 'name': 'Caroline Pollard', 'id': 32861642, 'id_str': '32861642', 'indices': [49, 63]}, {'screen_name': 'PhilippaHarding', 'name': 'Philippa Harding', 'id': 1026755499172220928, 'id_str': '1026755499172220928', 'indices': [64, 80]}, {'screen_name': 'EvaHamrud', 'name': 'Eva Hamrud', 'id': 608456045, 'id_str': '608456045', 'indices': [81, 91]}]",[],en,recent,1201984441670864897,1201984441670864897,Charlotte O’Brien Gore,charlotteobgore,United Kingdom,Immunology student @ KCL 🦠 💉 STEM Ambassador 🙋🏼‍♀️ 🧬 and adventure seeker 🧗🏼‍♀️🎿,,,[],False,35,132,0,Tue Dec 03 22:00:06 +0000 2019,103,,,False,False,34,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1201987127627730944/gvto5qT8_normal.jpg,https://pbs.twimg.com/profile_images/1201987127627730944/gvto5qT8_normal.jpg,https://pbs.twimg.com/profile_banners/1201984441670864897/1575412065,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Wed Jan 22 20:00:06 +0000 2020,1220073674348355585,1220073674348355585,@dr_vjbarker @KingsCollegeLon @CreativePEC This sounds fun! I was presenting in London today as well!,False,"[43, 101]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199253527531274e+18,1219925352753127424,21101823.0,21101823,dr_vjbarker,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'dr_vjbarker', 'name': 'VJ Barker', 'id': 21101823, 'id_str': '21101823', 'indices': [0, 12]}, {'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [13, 29]}, {'screen_name': 'CreativePEC', 'name': 'Creative Industries Policy & Evidence Centre (PEC)', 'id': 1059501296502407169, 'id_str': '1059501296502407169', 'indices': [30, 42]}]",[],en,recent,340835347,340835347,Emily-Rose Cluderay,EmilyRoseTweets,Gloucestershire/Midlands/The World,"Practitioner-Researcher | PhD candidate (Dance & Maternal Wellbeing) | PT PGR Officer @derbyunion | Views & swears all my own | Please call me ER, NEVER Emily!",https://t.co/NXowYZaIHg,"[{'url': 'https://t.co/NXowYZaIHg', 'expanded_url': 'http://dancingontheedgeofreason.wordpress.com', 'display_url': 'dancingontheedgeofreason.wordpress.com', 'indices': [0, 23]}]",[],False,635,854,14,Sat Jul 23 10:33:41 +0000 2011,1477,,,True,False,3788,,False,False,False,2E0202,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1019863292418936833/GxLdVcpy_normal.jpg,https://pbs.twimg.com/profile_images/1019863292418936833/GxLdVcpy_normal.jpg,https://pbs.twimg.com/profile_banners/340835347/1360511169,8A070E,8A6465,DB99A2,913439,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7093398a4249d151,https://api.twitter.com/1.1/geo/id/7093398a4249d151.json,city,Ealing,"Ealing, London",GB,United Kingdom,[],Polygon,"[[[-0.351597, 51.491866], [-0.243263, 51.491866], [-0.243263, 51.537638], [-0.351597, 51.537638]]]",
