,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
97,Wed Jan 22 15:35:28 +0000 2020,1220007075629035520,1220007075629035520,"@EastCarolina's Dr. Megan Perry, as co-PI, has received a 25,380 Euro grant from the Gerda Henkel Stiftung in Germany for conservation and restoration of the Petra North Ridge Aphrodite statues and coordinating a conservation workshop for Jordanian colleagues in Amman.",False,"[0, 269]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,179111246.0,179111246,EastCarolina,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [0, 13]}]",[],en,recent,750392430298591233,750392430298591233,ECU A&S Research,THCAS_Research,"North Carolina, USA",East Carolina University's Thomas Harriot College of Arts and Sciences is home to innovative and impactful researchers.  Follow us to keep up with the latest!,https://t.co/uRHl8BbS8R,[],False,206,87,2,Tue Jul 05 18:14:31 +0000 2016,75,,,True,False,172,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1172498516653920261/_UToRrx9_normal.jpg,https://pbs.twimg.com/profile_images/1172498516653920261/_UToRrx9_normal.jpg,https://pbs.twimg.com/profile_banners/750392430298591233/1467743062,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/uRHl8BbS8R', 'expanded_url': 'http://www.ecu.edu/cs-cas/oor/index.cfm', 'display_url': 'ecu.edu/cs-cas/oor/ind…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Wed Jan 22 06:06:37 +0000 2020,1219863920556437504,1219863920556437504,@BiomechanicsDay @PLNU @amyogren12 @SFGiants @PLNU_MSKIN @ECUbiomechanics @MikeMcNallyPhD @Brewers @EastCarolina Yep! And more inquiries are coming. Trying to keep up with demand!,False,"[113, 179]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219679209909416e+18,1219679209909415936,8.24636282651476e+17,824636282651475970,BiomechanicsDay,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'BiomechanicsDay', 'name': 'National Biomechanics Day', 'id': 824636282651475970, 'id_str': '824636282651475970', 'indices': [0, 16]}, {'screen_name': 'PLNU', 'name': 'Point Loma Naz Univ', 'id': 48000835, 'id_str': '48000835', 'indices': [17, 22]}, {'screen_name': 'amyogren12', 'name': 'Amy', 'id': 2374908156, 'id_str': '2374908156', 'indices': [23, 34]}, {'screen_name': 'SFGiants', 'name': 'SFGiants', 'id': 43024351, 'id_str': '43024351', 'indices': [35, 44]}, {'screen_name': 'PLNU_MSKIN', 'name': 'PLNU MS-KIN Society', 'id': 841745494082703360, 'id_str': '841745494082703360', 'indices': [45, 56]}, {'screen_name': 'ECUbiomechanics', 'name': 'ECU Biomechanics Lab', 'id': 4785649113, 'id_str': '4785649113', 'indices': [57, 73]}, {'screen_name': 'MikeMcNallyPhD', 'name': 'Mike McNally', 'id': 2583766040, 'id_str': '2583766040', 'indices': [74, 89]}, {'screen_name': 'Brewers', 'name': 'Milwaukee Brewers', 'id': 52824038, 'id_str': '52824038', 'indices': [90, 98]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [99, 112]}]",[],en,recent,917807349300994050,917807349300994050,Arnel Aguinaldo,ProfArnel,"San Diego, CA","PhD, ATC (“Dr. A”) - 👨🏻‍🏫 Professor of Kinesiology & Director of Biomechanics Laboratory at Point Loma Nazarene University @plnu 🏛",https://t.co/M6AnNt6WvK,[],False,353,385,0,Tue Oct 10 17:41:39 +0000 2017,1120,,,True,False,214,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/917809803577090048/zAIs8hrR_normal.jpg,https://pbs.twimg.com/profile_images/917809803577090048/zAIs8hrR_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/M6AnNt6WvK', 'expanded_url': 'https://www.linkedin.com/in/arnel-aguinaldo-b2880b3', 'display_url': 'linkedin.com/in/arnel-aguin…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Wed Jan 22 03:52:58 +0000 2020,1219830285866622976,1219830285866622976,"@EastCarolina @TEC_newspaper Get 2 or more Med 2 Toppings $5.99 each. Or Lg 1 Topping $9.99. Add LavaCake $4.99, CinnaTwist $5.99 or CookieBrownie $6.49.",False,"[0, 153]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,179111246.0,179111246,EastCarolina,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [0, 13]}, {'screen_name': 'TEC_newspaper', 'name': 'The East Carolinian', 'id': 38582082, 'id_str': '38582082', 'indices': [14, 28]}]",[],en,recent,1141543392,1141543392,1201SCharlesBlvdGrvl,NCECUDominos,"1201S.CharlesB.Greenville,NC",Proudly Serving East Carolina University and the surrounding area since 1979. Follow us for daily specials. Phone# (252)758-6660 Online: http://t.co/chn09qZS,,"[{'url': 'http://t.co/chn09qZS', 'expanded_url': 'http://Dominos.com', 'display_url': 'Dominos.com', 'indices': [137, 157]}]",False,203,229,3,Sat Feb 02 05:20:19 +0000 2013,199,,,False,False,5295,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,https://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Tue Jan 21 22:06:12 +0000 2020,1219743019781492743,1219743019781492743,@SarahSweatt @ilooklikabigmac @EastCarolina they want our money for life,False,"[44, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197381878258524e+18,1219738187825852418,610673541.0,610673541,SarahSweatt,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'SarahSweatt', 'name': 'Sarah Sweatt', 'id': 610673541, 'id_str': '610673541', 'indices': [0, 12]}, {'screen_name': 'ilooklikabigmac', 'name': 'sydney', 'id': 590359722, 'id_str': '590359722', 'indices': [13, 29]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [30, 43]}]",[],en,recent,290726477,290726477,B L E S 🐱,EarlyPls,TBD (hire me),ECU Alum | ΣΠ | not your average mulatto,https://t.co/rkmwTwqmKC,[],False,356,1010,3,Sat Apr 30 20:06:35 +0000 2011,21452,,,True,False,7463,,False,False,False,000000,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/1127751992456155136/8aoQeb4l_normal.jpg,https://pbs.twimg.com/profile_images/1127751992456155136/8aoQeb4l_normal.jpg,https://pbs.twimg.com/profile_banners/290726477/1547134391,9266CC,FFFFFF,E09722,DFC78E,True,True,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/rkmwTwqmKC', 'expanded_url': 'http://www.instagram.com/earlwolf', 'display_url': 'instagram.com/earlwolf', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Tue Jan 21 21:05:33 +0000 2020,1219727756583481344,1219727756583481344,@dellalann_cbs @CBSEveningNews @EastCarolina dell i am interested!,False,"[45, 66]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219726931563815e+18,1219726931563814913,3396318255.0,3396318255,dellalann_cbs,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'dellalann_cbs', 'name': 'Dell', 'id': 3396318255, 'id_str': '3396318255', 'indices': [0, 14]}, {'screen_name': 'CBSEveningNews', 'name': 'CBS Evening News', 'id': 42958829, 'id_str': '42958829', 'indices': [15, 30]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [31, 44]}]",[],en,recent,1004492886887600129,1004492886887600129,Annabelle Hanflig,annabellehanflg,Pittsburgh,Currently @60Minutes. Previously Joseph in my Jewish summer camp’s production of Joseph and the Amazing Technicolor Dreamcoat. @PittTweet alum.,,[],False,205,501,1,Wed Jun 06 22:39:01 +0000 2018,1002,,,False,False,550,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1211418060634120196/XT2UGTRl_normal.jpg,https://pbs.twimg.com/profile_images/1211418060634120196/XT2UGTRl_normal.jpg,https://pbs.twimg.com/profile_banners/1004492886887600129/1572002492,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Tue Jan 21 17:52:38 +0000 2020,1219679209909415936,1219679209909415936,"@ProfArnel @PLNU @amyogren12 @SFGiants @PLNU_MSKIN This is super-fantastic, Arnel! I am happy to say that @ECUbiomechanics has two #Biomechanists in MLB: Mike McNally at Tampa Bay Rays and Ryan Silberg at Milwaukee Brewers. Looks like #Biomechanics is becoming the #BreakthroughScience !  @MikeMcNallyPhD @Brewers @EastCarolina",False,"[51, 327]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219285684403372e+18,1219285684403372033,9.17807349300994e+17,917807349300994050,ProfArnel,,,,,False,0,4,False,False,en,"[{'text': 'Biomechanists', 'indices': [131, 145]}, {'text': 'Biomechanics', 'indices': [235, 248]}, {'text': 'BreakthroughScience', 'indices': [265, 285]}]",[],"[{'screen_name': 'ProfArnel', 'name': 'Arnel Aguinaldo', 'id': 917807349300994050, 'id_str': '917807349300994050', 'indices': [0, 10]}, {'screen_name': 'PLNU', 'name': 'Point Loma Naz Univ', 'id': 48000835, 'id_str': '48000835', 'indices': [11, 16]}, {'screen_name': 'amyogren12', 'name': 'Amy', 'id': 2374908156, 'id_str': '2374908156', 'indices': [17, 28]}, {'screen_name': 'SFGiants', 'name': 'SFGiants', 'id': 43024351, 'id_str': '43024351', 'indices': [29, 38]}, {'screen_name': 'PLNU_MSKIN', 'name': 'PLNU MS-KIN Society', 'id': 841745494082703360, 'id_str': '841745494082703360', 'indices': [39, 50]}, {'screen_name': 'ECUbiomechanics', 'name': 'ECU Biomechanics Lab', 'id': 4785649113, 'id_str': '4785649113', 'indices': [106, 122]}, {'screen_name': 'MikeMcNallyPhD', 'name': 'Mike McNally', 'id': 2583766040, 'id_str': '2583766040', 'indices': [289, 304]}, {'screen_name': 'Brewers', 'name': 'Milwaukee Brewers', 'id': 52824038, 'id_str': '52824038', 'indices': [305, 313]}, {'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [314, 327]}]",[],en,recent,824636282651475970,824636282651475970,National Biomechanics Day,BiomechanicsDay,East Carolina University,"A worldwide initiative introducing Biomechanics science to high school students, their teachers, and parents",https://t.co/3qaElRVmOd,[],False,3072,2074,21,Thu Jan 26 15:13:05 +0000 2017,3702,,,True,False,4855,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1052537440903331840/nmG3TaEN_normal.jpg,https://pbs.twimg.com/profile_images/1052537440903331840/nmG3TaEN_normal.jpg,https://pbs.twimg.com/profile_banners/824636282651475970/1568033031,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/3qaElRVmOd', 'expanded_url': 'http://nationalbiomechanicsday.asbweb.org', 'display_url': 'nationalbiomechanicsday.asbweb.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Tue Jan 21 14:19:16 +0000 2020,1219625512051494913,1219625512051494913,RT @ECUCLCE: We are excited that over 250 volunteers are serving our community today for #MLKDayofService! A great way to honor MLK Jr.’s l…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'MLKDayofService', 'indices': [89, 105]}]",[],"[{'screen_name': 'ECUCLCE', 'name': 'ECU CLCE', 'id': 785044878, 'id_str': '785044878', 'indices': [3, 11]}]",[],en,recent,1154346252,1154346252,SAO ECU,SAO_ECU,"Greenville, NC",☠ The Official Account for Student Activities and Organizations ☠ @EastCarolina. Go Pirates!,https://t.co/AALwVpEtHF,[],False,2212,675,12,Wed Feb 06 15:45:26 +0000 2013,1897,,,True,False,4199,,False,False,False,4F2683,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/1169576170637135873/7p6xij_i_normal.jpg,https://pbs.twimg.com/profile_images/1169576170637135873/7p6xij_i_normal.jpg,https://pbs.twimg.com/profile_banners/1154346252/1572361793,4F2683,000000,F6FFD1,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/AALwVpEtHF', 'expanded_url': 'http://sao.ecu.edu', 'display_url': 'sao.ecu.edu', 'indices': [0, 23]}]",Mon Jan 20 16:00:21 +0000 2020,1.219288563096834e+18,1219288563096834048,We are excited that over 250 volunteers are serving our community today for #MLKDayofService! A great way to honor MLK Jr.’s legacy. #PiratesGive @EastCarolina @LWCC_ECU @ECUInnerPirate,False,"[0, 185]","[{'text': 'MLKDayofService', 'indices': [76, 92]}, {'text': 'PiratesGive', 'indices': [133, 145]}]",[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [146, 159]}, {'screen_name': 'LWCC_ECU', 'name': 'LWCC at ECU', 'id': 1259630202, 'id_str': '1259630202', 'indices': [160, 169]}, {'screen_name': 'ECUInnerPirate', 'name': 'ECU InnerPirate -Student Affairs', 'id': 179622016, 'id_str': '179622016', 'indices': [170, 185]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,785044878.0,785044878,ECU CLCE,ECUCLCE,"Greenville, NC",The Center for Leadership and Civic Engagement at East Carolina University (@eastcarolina) #ECUCLCE #Lead #Serve,https://t.co/lBoEBi7nCs,"[{'url': 'https://t.co/lBoEBi7nCs', 'expanded_url': 'https://clce.ecu.edu', 'display_url': 'clce.ecu.edu', 'indices': [0, 23]}]",[],False,1214.0,873.0,26.0,Mon Aug 27 16:48:02 +0000 2012,596.0,,,True,False,1768.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937755565173952515/pHYrYd8y_normal.jpg,https://pbs.twimg.com/profile_images/937755565173952515/pHYrYd8y_normal.jpg,https://pbs.twimg.com/profile_banners/785044878/1354292295,2408C2,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,9.0,False,False,en
123,Tue Jan 21 05:54:26 +0000 2020,1219498469066510339,1219498469066510339,"@EastCarolina @TEC_newspaper Get 2 Sandwiches &amp; Lg 1 Topping $19.99. Or Med 1 Topping &amp; 2LtCoke $9.99. Add LavaCake $4.99, CinnaTwist $5.99 oe CookieBrownie $6.49.",False,"[0, 171]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,179111246.0,179111246,EastCarolina,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [0, 13]}, {'screen_name': 'TEC_newspaper', 'name': 'The East Carolinian', 'id': 38582082, 'id_str': '38582082', 'indices': [14, 28]}]",[],en,recent,1141543392,1141543392,1201SCharlesBlvdGrvl,NCECUDominos,"1201S.CharlesB.Greenville,NC",Proudly Serving East Carolina University and the surrounding area since 1979. Follow us for daily specials. Phone# (252)758-6660 Online: http://t.co/chn09qZS,,"[{'url': 'http://t.co/chn09qZS', 'expanded_url': 'http://Dominos.com', 'display_url': 'Dominos.com', 'indices': [137, 157]}]",False,203,229,3,Sat Feb 02 05:20:19 +0000 2013,199,,,False,False,5295,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,https://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Tue Jan 21 00:37:10 +0000 2020,1219418626077396993,1219418626077396993,RT @ECUCLCE: We are excited that over 250 volunteers are serving our community today for #MLKDayofService! A great way to honor MLK Jr.’s l…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'MLKDayofService', 'indices': [89, 105]}]",[],"[{'screen_name': 'ECUCLCE', 'name': 'ECU CLCE', 'id': 785044878, 'id_str': '785044878', 'indices': [3, 11]}]",[],en,recent,342275634,342275634,ECU Dean of Students,ecudeanstudents,East Carolina  University,"The Dean of Students office works with ECU students in time of crisis, intervention as well as assistance with their success. Resources provided help students.",https://t.co/3dsKKX2muF,[],False,709,230,8,Mon Jul 25 19:12:49 +0000 2011,915,,,True,False,1393,,False,False,False,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,http://pbs.twimg.com/profile_images/1172499624961032192/gKaxhwy-_normal.jpg,https://pbs.twimg.com/profile_images/1172499624961032192/gKaxhwy-_normal.jpg,https://pbs.twimg.com/profile_banners/342275634/1568380671,9266CC,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/3dsKKX2muF', 'expanded_url': 'http://www.ecu.edu/dos', 'display_url': 'ecu.edu/dos', 'indices': [0, 23]}]",Mon Jan 20 16:00:21 +0000 2020,1.219288563096834e+18,1219288563096834048,We are excited that over 250 volunteers are serving our community today for #MLKDayofService! A great way to honor MLK Jr.’s legacy. #PiratesGive @EastCarolina @LWCC_ECU @ECUInnerPirate,False,"[0, 185]","[{'text': 'MLKDayofService', 'indices': [76, 92]}, {'text': 'PiratesGive', 'indices': [133, 145]}]",[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [146, 159]}, {'screen_name': 'LWCC_ECU', 'name': 'LWCC at ECU', 'id': 1259630202, 'id_str': '1259630202', 'indices': [160, 169]}, {'screen_name': 'ECUInnerPirate', 'name': 'ECU InnerPirate -Student Affairs', 'id': 179622016, 'id_str': '179622016', 'indices': [170, 185]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,785044878.0,785044878,ECU CLCE,ECUCLCE,"Greenville, NC",The Center for Leadership and Civic Engagement at East Carolina University (@eastcarolina) #ECUCLCE #Lead #Serve,https://t.co/lBoEBi7nCs,"[{'url': 'https://t.co/lBoEBi7nCs', 'expanded_url': 'https://clce.ecu.edu', 'display_url': 'clce.ecu.edu', 'indices': [0, 23]}]",[],False,1214.0,873.0,26.0,Mon Aug 27 16:48:02 +0000 2012,596.0,,,True,False,1768.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937755565173952515/pHYrYd8y_normal.jpg,https://pbs.twimg.com/profile_images/937755565173952515/pHYrYd8y_normal.jpg,https://pbs.twimg.com/profile_banners/785044878/1354292295,2408C2,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,2.0,9.0,False,False,en
128,Mon Jan 20 16:00:21 +0000 2020,1219288563096834048,1219288563096834048,We are excited that over 250 volunteers are serving our community today for #MLKDayofService! A great way to honor MLK Jr.’s legacy. #PiratesGive @EastCarolina @LWCC_ECU @ECUInnerPirate,False,"[0, 185]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,9,False,False,en,"[{'text': 'MLKDayofService', 'indices': [76, 92]}, {'text': 'PiratesGive', 'indices': [133, 145]}]",[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [146, 159]}, {'screen_name': 'LWCC_ECU', 'name': 'LWCC at ECU', 'id': 1259630202, 'id_str': '1259630202', 'indices': [160, 169]}, {'screen_name': 'ECUInnerPirate', 'name': 'ECU InnerPirate -Student Affairs', 'id': 179622016, 'id_str': '179622016', 'indices': [170, 185]}]",[],en,recent,785044878,785044878,ECU CLCE,ECUCLCE,"Greenville, NC",The Center for Leadership and Civic Engagement at East Carolina University (@eastcarolina) #ECUCLCE #Lead #Serve,https://t.co/lBoEBi7nCs,[],False,1214,873,26,Mon Aug 27 16:48:02 +0000 2012,596,,,True,False,1768,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937755565173952515/pHYrYd8y_normal.jpg,https://pbs.twimg.com/profile_images/937755565173952515/pHYrYd8y_normal.jpg,https://pbs.twimg.com/profile_banners/785044878/1354292295,2408C2,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,"[{'url': 'https://t.co/lBoEBi7nCs', 'expanded_url': 'https://clce.ecu.edu', 'display_url': 'clce.ecu.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Mon Jan 20 05:21:45 +0000 2020,1219127854451118084,1219127854451118084,"@EastCarolina @TEC_newspaper  Get 2 or Med 2 Toppings $5.99 each. Or 2 Sandwiches &amp; Lg 1 Topping $19.99. Add LavaCake $4.99, CinnaTwist $5.99 or CookieBrownie $6.49.",False,"[0, 169]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,179111246.0,179111246,EastCarolina,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EastCarolina', 'name': 'ECU', 'id': 179111246, 'id_str': '179111246', 'indices': [0, 13]}, {'screen_name': 'TEC_newspaper', 'name': 'The East Carolinian', 'id': 38582082, 'id_str': '38582082', 'indices': [14, 28]}]",[],en,recent,1141543392,1141543392,1201SCharlesBlvdGrvl,NCECUDominos,"1201S.CharlesB.Greenville,NC",Proudly Serving East Carolina University and the surrounding area since 1979. Follow us for daily specials. Phone# (252)758-6660 Online: http://t.co/chn09qZS,,"[{'url': 'http://t.co/chn09qZS', 'expanded_url': 'http://Dominos.com', 'display_url': 'Dominos.com', 'indices': [137, 157]}]",False,203,229,3,Sat Feb 02 05:20:19 +0000 2013,199,,,False,False,5295,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,https://pbs.twimg.com/profile_images/3202810354/c1324be645565e8500c15824b549d727_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
