,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls
42,Fri Jan 24 16:17:00 +0000 2020,1220742306908655616,1220742306908655616,"@UW Additionally, all are welcome to join our Contract Action Team! The CAT is the support team for the BT--making sure that everyone in our union is aware of what’s happening at the table, getting answers to questions from the BT, &amp; making sure everyone is on the same page. (5/x)",False,"[4, 285]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220739733489238e+18,1220739733489238016,1.1544577169637007e+18,1154457716963700736,ihmeunion,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [0, 3]}]",[],en,recent,1154457716963700736,1154457716963700736,IHME Professional Staff Union,ihmeunion,"Seattle, WA",Organizing what matters // Representing professional staff of @IHME_UW // New member of @SEIU925 // Tweets by org. comm. members // Inquiries: ihmeoc@gmail.com,,,[],False,175,315,0,Thu Jul 25 18:25:43 +0000 2019,234,,,False,False,242,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,https://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1154457716963700736/1564434878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Fri Jan 24 16:06:47 +0000 2020,1220739733489238016,1220739733489238016,"@UW The petitions will determine how we fill the BT allotments. If there are more successful candidates than there are slots within a job stream, there will be a run-off election. Once elected, our BT will circulate a priorities survey among our members to guide their work. (4/x)",False,"[4, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207395398550118e+18,1220739539855011842,1.1544577169637007e+18,1154457716963700736,ihmeunion,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [0, 3]}]",[],en,recent,1154457716963700736,1154457716963700736,IHME Professional Staff Union,ihmeunion,"Seattle, WA",Organizing what matters // Representing professional staff of @IHME_UW // New member of @SEIU925 // Tweets by org. comm. members // Inquiries: ihmeoc@gmail.com,,,[],False,175,315,0,Thu Jul 25 18:25:43 +0000 2019,234,,,False,False,242,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,https://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1154457716963700736/1564434878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Fri Jan 24 16:06:01 +0000 2020,1220739539855011842,1220739539855011842,"@UW Any interested IHME Union member is welcome to run for the BT and can email ihmeoc@gmail.com to obtain a petition. Once they gather at least 20 signatures from other IHME Union members, they will return the petition to the Selection Committee by Friday, Feb 7 at 5:00pm. (3/x)",False,"[4, 280]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207394105361736e+18,1220739410536173568,1.1544577169637007e+18,1154457716963700736,ihmeunion,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [0, 3]}]",[],en,recent,1154457716963700736,1154457716963700736,IHME Professional Staff Union,ihmeunion,"Seattle, WA",Organizing what matters // Representing professional staff of @IHME_UW // New member of @SEIU925 // Tweets by org. comm. members // Inquiries: ihmeoc@gmail.com,,,[],False,175,315,0,Thu Jul 25 18:25:43 +0000 2019,234,,,False,False,242,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,https://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1154457716963700736/1564434878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Fri Jan 24 16:05:30 +0000 2020,1220739410536173568,1220739410536173568,"@UW The BT will be structured as follows:
4 Data Professionals
2 Data Library Services
2 Communications/Publications/Engagement
2 Researchers/Research Scientists
2 Software Developers/Engineers/Research Engineers/Infrastructure
1 member for the remaining job classes 
(2/x)",False,"[4, 273]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220739349681062e+18,1220739349681061889,1.1544577169637007e+18,1154457716963700736,ihmeunion,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [0, 3]}]",[],en,recent,1154457716963700736,1154457716963700736,IHME Professional Staff Union,ihmeunion,"Seattle, WA",Organizing what matters // Representing professional staff of @IHME_UW // New member of @SEIU925 // Tweets by org. comm. members // Inquiries: ihmeoc@gmail.com,,,[],False,175,315,0,Thu Jul 25 18:25:43 +0000 2019,234,,,False,False,242,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,https://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1154457716963700736/1564434878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Fri Jan 24 16:05:15 +0000 2020,1220739349681061889,1220739349681061889,"Election of our Bargaining Team (BT) will begin next Monday, Jan 27! Our Bargaining Team Selection Committee has been hard at work ironing out the process. We will elect 12 BT members who will represent IHME Union members as we head to bargaining with @UW Labor Relations. (1/x)",False,"[0, 278]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,11,False,False,en,[],[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [252, 255]}]",[],en,recent,1154457716963700736,1154457716963700736,IHME Professional Staff Union,ihmeunion,"Seattle, WA",Organizing what matters // Representing professional staff of @IHME_UW // New member of @SEIU925 // Tweets by org. comm. members // Inquiries: ihmeoc@gmail.com,,,[],False,175,315,0,Thu Jul 25 18:25:43 +0000 2019,234,,,False,False,242,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,https://pbs.twimg.com/profile_images/1159319293969874945/tn74rEta_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1154457716963700736/1564434878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Fri Jan 24 15:56:21 +0000 2020,1220737107540332544,1220737107540332544,"We've been doing ""mystery photo"" quizzes most Fridays for more than a year now, where we ask you if you know the @UW. What types of mysteries do you like the best? 

Have other ideas? Let us know in the replies ⬇️",False,"[0, 213]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [113, 116]}]",[],en,recent,19254781,19254781,UW News,uwnews,Seattle,Research and administration news from the University of Washington. Tweets by UW News office staff. See also: @UW @UWAthletics @UWMedicine,http://t.co/oND7FJqt6q,"[{'url': 'http://t.co/oND7FJqt6q', 'expanded_url': 'http://www.washington.edu/news', 'display_url': 'washington.edu/news', 'indices': [0, 22]}]",[],False,19301,2073,473,Tue Jan 20 20:11:42 +0000 2009,1402,,,True,True,8168,,False,False,False,473072,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/867407734353915906/4bS8tVNe_normal.jpg,https://pbs.twimg.com/profile_images/867407734353915906/4bS8tVNe_normal.jpg,8046AA,65B0DA,F9F6D2,3D1957,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/19254781/1495038723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fri Jan 24 06:13:49 +0000 2020,1220590507975331841,1220590507975331841,@seattletimes Thank you! With @UW stadium and the University Way station opening in 2021 this is necessary!,False,"[14, 107]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220555517740884e+18,1220555517740883968,14352556.0,14352556,seattletimes,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'seattletimes', 'name': 'The Seattle Times', 'id': 14352556, 'id_str': '14352556', 'indices': [0, 13]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [30, 33]}]",[],en,recent,420887836,420887836,Fabrizio Barbosa Delgado,FabrizioDelgado,"Seattle, WA","Fluent in Portuguese, Spanish & Science. @UW Seattle, Microbiology & Nursing Major, Go Dawgs",,,[],False,238,236,1,Fri Nov 25 06:57:55 +0000 2011,34157,,,True,False,13319,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/874680946766761984/pKdY_xUB_normal.jpg,https://pbs.twimg.com/profile_images/874680946766761984/pKdY_xUB_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/420887836/1497847655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Thu Jan 23 22:51:57 +0000 2020,1220479308851904512,1220479308851904512,@katie_jane_d @ecoclimatelab Thank you for your comments! @UW can be very difficult for those with mobility challenges!! I learned it first hand when I broke my patella several years ago! This is just unacceptable with the diverse populations that we serve!,False,"[0, 257]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203798175534326e+18,1220379817553432577,8.871528213212979e+17,887152821321297922,EvoDevoDiva,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'katie_jane_d', 'name': 'Katie Dickinson', 'id': 1679185459, 'id_str': '1679185459', 'indices': [0, 13]}, {'screen_name': 'ecoclimatelab', 'name': 'Abigail Swann, PhD', 'id': 634311346, 'id_str': '634311346', 'indices': [14, 28]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [58, 61]}]",[],en,recent,887152821321297922,887152821321297922,Billie J. Swalla,EvoDevoDiva,"Seattle, WA",I study Evolution and Embryonic Development in invertebrates! Interested in increasing diversity of all kinds in science and making science fun and accessible.,https://t.co/R66YwlN3F7,"[{'url': 'https://t.co/R66YwlN3F7', 'expanded_url': 'https://faculty.washington.edu/bjswalla/', 'display_url': 'faculty.washington.edu/bjswalla/', 'indices': [0, 23]}]",[],False,1791,1507,14,Tue Jul 18 03:31:29 +0000 2017,11588,,,True,False,11395,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1211597973114761216/H-XT4rR7_normal.jpg,https://pbs.twimg.com/profile_images/1211597973114761216/H-XT4rR7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/887152821321297922/1577702443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Thu Jan 23 22:46:11 +0000 2020,1220477859447226369,1220477859447226369,RT @ecoclimatelab: @EvoDevoDiva @UW @UWBiology And you can’t even go around outside to another door because they only bothered to build the…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'ecoclimatelab', 'name': 'Abigail Swann, PhD', 'id': 634311346, 'id_str': '634311346', 'indices': [3, 17]}, {'screen_name': 'EvoDevoDiva', 'name': 'Billie J. Swalla', 'id': 887152821321297922, 'id_str': '887152821321297922', 'indices': [19, 31]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [32, 35]}, {'screen_name': 'UWBiology', 'name': 'UW Biology', 'id': 3047741455, 'id_str': '3047741455', 'indices': [36, 46]}]",[],en,recent,887152821321297922,887152821321297922,Billie J. Swalla,EvoDevoDiva,"Seattle, WA",I study Evolution and Embryonic Development in invertebrates! Interested in increasing diversity of all kinds in science and making science fun and accessible.,https://t.co/R66YwlN3F7,"[{'url': 'https://t.co/R66YwlN3F7', 'expanded_url': 'https://faculty.washington.edu/bjswalla/', 'display_url': 'faculty.washington.edu/bjswalla/', 'indices': [0, 23]}]",[],False,1791,1507,14,Tue Jul 18 03:31:29 +0000 2017,11588,,,True,False,11395,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1211597973114761216/H-XT4rR7_normal.jpg,https://pbs.twimg.com/profile_images/1211597973114761216/H-XT4rR7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/887152821321297922/1577702443,Thu Jan 23 16:48:55 +0000 2020,1.2203879505857126e+18,1220387950585712640,@EvoDevoDiva @UW @UWBiology And you can’t even go around outside to another door because they only bothered to build the ramp half way down.,False,"[28, 140]",[],[],"[{'screen_name': 'EvoDevoDiva', 'name': 'Billie J. Swalla', 'id': 887152821321297922, 'id_str': '887152821321297922', 'indices': [0, 12]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [13, 16]}, {'screen_name': 'UWBiology', 'name': 'UW Biology', 'id': 3047741455, 'id_str': '3047741455', 'indices': [17, 27]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203798175534326e+18,1220379817553432577,8.871528213212979e+17,887152821321297922,EvoDevoDiva,634311346.0,634311346,"Abigail Swann, PhD",ecoclimatelab,"Seattle, WA",Associate professor @UW in Atmospheric Sciences and Biology but views here are my own. I study the ecoclimate (ecosystem-climate system). She/her.,https://t.co/7NqvnrooND,[],False,2966.0,832.0,92.0,Fri Jul 13 05:05:49 +0000 2012,4100.0,,,True,False,3292.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/378800000619597283/578d6e474a21399c88e2f3a35bab3bb7_normal.jpeg,https://pbs.twimg.com/profile_images/378800000619597283/578d6e474a21399c88e2f3a35bab3bb7_normal.jpeg,https://pbs.twimg.com/profile_banners/634311346/1413855008,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,,"[{'url': 'https://t.co/7NqvnrooND', 'expanded_url': 'http://faculty.washington.edu/aswann/', 'display_url': 'faculty.washington.edu/aswann/', 'indices': [0, 23]}]"
66,Thu Jan 23 22:46:08 +0000 2020,1220477847401189376,1220477847401189376,RT @katie_jane_d: @EvoDevoDiva @UW @UWBiology The automatic door is broken in Hitchcock hall too (unless it has finally been fixed).,False,"[0, 132]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'katie_jane_d', 'name': 'Katie Dickinson', 'id': 1679185459, 'id_str': '1679185459', 'indices': [3, 16]}, {'screen_name': 'EvoDevoDiva', 'name': 'Billie J. Swalla', 'id': 887152821321297922, 'id_str': '887152821321297922', 'indices': [18, 30]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [31, 34]}, {'screen_name': 'UWBiology', 'name': 'UW Biology', 'id': 3047741455, 'id_str': '3047741455', 'indices': [35, 45]}]",[],en,recent,887152821321297922,887152821321297922,Billie J. Swalla,EvoDevoDiva,"Seattle, WA",I study Evolution and Embryonic Development in invertebrates! Interested in increasing diversity of all kinds in science and making science fun and accessible.,https://t.co/R66YwlN3F7,"[{'url': 'https://t.co/R66YwlN3F7', 'expanded_url': 'https://faculty.washington.edu/bjswalla/', 'display_url': 'faculty.washington.edu/bjswalla/', 'indices': [0, 23]}]",[],False,1791,1507,14,Tue Jul 18 03:31:29 +0000 2017,11588,,,True,False,11395,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1211597973114761216/H-XT4rR7_normal.jpg,https://pbs.twimg.com/profile_images/1211597973114761216/H-XT4rR7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/887152821321297922/1577702443,Thu Jan 23 16:44:20 +0000 2020,1.2203867959987282e+18,1220386795998728192,@EvoDevoDiva @UW @UWBiology The automatic door is broken in Hitchcock hall too (unless it has finally been fixed).,False,"[28, 114]",[],[],"[{'screen_name': 'EvoDevoDiva', 'name': 'Billie J. Swalla', 'id': 887152821321297922, 'id_str': '887152821321297922', 'indices': [0, 12]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [13, 16]}, {'screen_name': 'UWBiology', 'name': 'UW Biology', 'id': 3047741455, 'id_str': '3047741455', 'indices': [17, 27]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203798175534326e+18,1220379817553432577,8.871528213212979e+17,887152821321297922,EvoDevoDiva,1679185459.0,1679185459,Katie Dickinson,katie_jane_d,"Kerr Lab, UW","Evolution, sociomicrobiology, bacteria, STEM education, rocks, insects, kale, and The Sound of Music! she/her.",,[],False,621.0,384.0,15.0,Sat Aug 17 21:13:26 +0000 2013,7454.0,,,False,False,1076.0,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1167634104613048321/Fc9Qzkxm_normal.jpg,https://pbs.twimg.com/profile_images/1167634104613048321/Fc9Qzkxm_normal.jpg,https://pbs.twimg.com/profile_banners/1679185459/1376778186,088253,D3D2CF,E3E2DE,634047,True,False,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,,,,,,,,,,
67,Thu Jan 23 22:31:53 +0000 2020,1220474258415063040,1220474258415063040,@kevinshanchenpu @lizstein_ @UW @HIPRC @jrhinji @LangaMelanie We are similar in many ways :) And hooray! Peds for Dreams 😄,False,"[62, 122]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204557252034478e+18,1220455725203447825,1.0932844160451748e+18,1093284416045174784,kevinshanchenpu,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'kevinshanchenpu', 'name': 'Kevin', 'id': 1093284416045174784, 'id_str': '1093284416045174784', 'indices': [0, 16]}, {'screen_name': 'lizstein_', 'name': 'Liz Stein', 'id': 1091727492035923971, 'id_str': '1091727492035923971', 'indices': [17, 27]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [28, 31]}, {'screen_name': 'HIPRC', 'name': 'Harborview Injury', 'id': 83899635, 'id_str': '83899635', 'indices': [32, 38]}, {'screen_name': 'jrhinji', 'name': 'james sherpa', 'id': 1644593827, 'id_str': '1644593827', 'indices': [39, 47]}, {'screen_name': 'LangaMelanie', 'name': 'Melanie Langa', 'id': 1146530706182541312, 'id_str': '1146530706182541312', 'indices': [48, 61]}]",[],en,recent,87087028,87087028,Aria Fiat,ariafiat,"Omaha, NE","Pediatric psychology intern & school psychology PhDc, working to improve access to children’s behavioral health services via schools and integrated primary care",https://t.co/iqXrbxy6vC,"[{'url': 'https://t.co/iqXrbxy6vC', 'expanded_url': 'http://ariafiat.com', 'display_url': 'ariafiat.com', 'indices': [0, 23]}]",[],False,127,189,1,Tue Nov 03 02:12:10 +0000 2009,432,,,True,False,76,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1091479094578085888/KBUEp0Yw_normal.jpg,https://pbs.twimg.com/profile_images/1091479094578085888/KBUEp0Yw_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/87087028/1548713954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a84b808ce3f11719,https://api.twitter.com/1.1/geo/id/a84b808ce3f11719.json,city,Omaha,"Omaha, NE",US,United States,[],Polygon,"[[[-96.234587, 41.175884], [-95.872275, 41.175884], [-95.872275, 41.375558], [-96.234587, 41.375558]]]",
73,Thu Jan 23 21:18:14 +0000 2020,1220455725203447825,1220455725203447825,@ariafiat @lizstein_ @UW @HIPRC @jrhinji @LangaMelanie Love that you share a childhood and a passion for justice :’) see you in the pediatrics world in a few (too many) years!,False,"[55, 175]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220454662253568e+18,1220454662253568003,87087028.0,87087028,ariafiat,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'ariafiat', 'name': 'Aria Fiat', 'id': 87087028, 'id_str': '87087028', 'indices': [0, 9]}, {'screen_name': 'lizstein_', 'name': 'Liz Stein', 'id': 1091727492035923971, 'id_str': '1091727492035923971', 'indices': [10, 20]}, {'screen_name': 'UW', 'name': 'University of Washington', 'id': 27103822, 'id_str': '27103822', 'indices': [21, 24]}, {'screen_name': 'HIPRC', 'name': 'Harborview Injury', 'id': 83899635, 'id_str': '83899635', 'indices': [25, 31]}, {'screen_name': 'jrhinji', 'name': 'james sherpa', 'id': 1644593827, 'id_str': '1644593827', 'indices': [32, 40]}, {'screen_name': 'LangaMelanie', 'name': 'Melanie Langa', 'id': 1146530706182541312, 'id_str': '1146530706182541312', 'indices': [41, 54]}]",[],en,recent,1093284416045174784,1093284416045174784,Kevin,kevinshanchenpu,"Seattle, WA",Learning @UWMedicine // DM me your favorite songs! // Likes and retweets are not endorsements; views are my own.,https://t.co/oVCzijNOhQ,"[{'url': 'https://t.co/oVCzijNOhQ', 'expanded_url': 'https://open.spotify.com/user/1299125160/playlist/1UUMjWt23yMZKDSmHrwsZJ?si=-PrYRCkZRqqXuOnymxmknQ', 'display_url': 'open.spotify.com/user/129912516…', 'indices': [0, 23]}]",[],False,41,227,0,Wed Feb 06 23:04:51 +0000 2019,446,,,True,False,152,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1198492912566226944/7PjkK5bE_normal.jpg,https://pbs.twimg.com/profile_images/1198492912566226944/7PjkK5bE_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1093284416045174784/1563912441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
