,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
268,Mon Jan 20 09:24:58 +0000 2020,1219189064089460737,1219189064089460737,@writtenbyrach @UniOfHull @BLM_Agency @UKRunChat @BlinkPublishing Congratulations Rachel!,False,"[66, 89]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2180979260120515e+18,1218097926012051457,79954735.0,79954735,writtenbyrach,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'writtenbyrach', 'name': 'Rachel Ann Cullen', 'id': 79954735, 'id_str': '79954735', 'indices': [0, 14]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [15, 25]}, {'screen_name': 'BLM_Agency', 'name': 'Bell Lomax Moreton', 'id': 361780063, 'id_str': '361780063', 'indices': [26, 37]}, {'screen_name': 'UKRunChat', 'name': 'UKRunChat™️', 'id': 1602985406, 'id_str': '1602985406', 'indices': [38, 48]}, {'screen_name': 'BlinkPublishing', 'name': 'BlinkPublishing', 'id': 2338186322, 'id_str': '2338186322', 'indices': [49, 65]}]",[],en,recent,39226873,39226873,Leeds Alumni,LeedsAlumni,Leeds,"Connecting you with @UniversityLeeds Tweet us your news and suggestions, or just say hi! #LeedsAlumni",http://t.co/KcsRCQmNPn,[],False,8339,1966,100,Mon May 11 10:20:27 +0000 2009,2188,,,True,False,4868,,False,False,False,276327,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3382804355/3e7281919547afca930113f03f72f182_normal.jpeg,https://pbs.twimg.com/profile_images/3382804355/3e7281919547afca930113f03f72f182_normal.jpeg,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/39226873/1577976345,"[{'url': 'http://t.co/KcsRCQmNPn', 'expanded_url': 'http://www.alumni.leeds.ac.uk', 'display_url': 'alumni.leeds.ac.uk', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Sun Jan 19 23:38:32 +0000 2020,1219041481891155971,1219041481891155971,RT @SophieTomlin2: All signed up and ready to start #allourhealth tomorrow. Amazing how promoting something on social media can help make s…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'allourhealth', 'indices': [52, 65]}]",[],"[{'screen_name': 'SophieTomlin2', 'name': 'Sophie Tomlin', 'id': 1197134467313340421, 'id_str': '1197134467313340421', 'indices': [3, 17]}]",[],en,recent,2316893655,2316893655,Lizzie Ette,busygirlizzie,Yorkshire,Yorkshire lass & tea drinker extraordinaire. RN RHV Nurse lecturer & PhDer busy busy busy 🐝,,[],False,2178,4445,84,Fri Jan 31 21:17:59 +0000 2014,17584,,,True,False,16419,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/867695563801853952/gVR6ypnK_normal.jpg,https://pbs.twimg.com/profile_images/867695563801853952/gVR6ypnK_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2316893655/1494084733,,Sun Jan 19 18:33:04 +0000 2020,1.2189646073201828e+18,1218964607320182784,All signed up and ready to start #allourhealth tomorrow. Amazing how promoting something on social media can help make such a difference @UniOfHull @HullNursing,False,"[0, 160]","[{'text': 'allourhealth', 'indices': [33, 46]}]",[],"[{'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [137, 147]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [148, 160]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.1971344673133404e+18,1197134467313340421,Sophie Tomlin,SophieTomlin2,,"First Year Student MHN
💖",,[],False,35.0,117.0,0.0,Wed Nov 20 12:48:05 +0000 2019,221.0,,,False,False,51.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,https://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,9.0,False,False,en,,https://pbs.twimg.com/profile_banners/1197134467313340421/1578927078,,,,,,,,,,,,,,,,,,,,
271,Sun Jan 19 22:23:23 +0000 2020,1219022567610224645,1219022567610224645,@UniofHullSCLS @UniOfHull Well deserved Vicki! 😁😁👏🏻👏🏻,False,"[26, 53]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2177365344572334e+18,1217736534457233409,3353051339.0,3353051339,UniofHullSCLS,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UniofHullSCLS', 'name': 'Uni Of Hull SCLS', 'id': 3353051339, 'id_str': '3353051339', 'indices': [0, 14]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [15, 25]}]",[],en,recent,57759342,57759342,Laura Jane Ingham,ljingham4,"Market Weighton, York","Former Student Recruitment Events Manager @UniofHull. BA & MA Medieval History graduate. Lover of skiing, reading & travelling. Hater of tea, celery & beetroot.",https://t.co/zPKTJqj0GK,[],False,255,709,10,Fri Jul 17 21:13:59 +0000 2009,1752,,,True,False,719,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/718084103749373953/9STzCcTi_normal.jpg,https://pbs.twimg.com/profile_images/718084103749373953/9STzCcTi_normal.jpg,990082,DFDFDF,F3F3F3,333333,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/57759342/1531434394,"[{'url': 'https://t.co/zPKTJqj0GK', 'expanded_url': 'https://www.facebook.com/ljwilson4', 'display_url': 'facebook.com/ljwilson4', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fc4ee9a5c7f6631,https://api.twitter.com/1.1/geo/id/3fc4ee9a5c7f6631.json,city,Mold,"Mold, Wales",GB,United Kingdom,[],Polygon,"[[[-3.160864, 53.145747], [-3.123776, 53.145747], [-3.123776, 53.180316], [-3.160864, 53.180316]]]"
272,Sun Jan 19 22:11:55 +0000 2020,1219019684265254918,1219019684265254918,RT @SophieTomlin2: @HullNursing @Spara_Jay @UniOfHull Team hull have got this 💪💪,False,"[0, 80]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'SophieTomlin2', 'name': 'Sophie Tomlin', 'id': 1197134467313340421, 'id_str': '1197134467313340421', 'indices': [3, 17]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [19, 31]}, {'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [32, 42]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [43, 53]}]",[],en,recent,2644622095,2644622095,Uni of Hull Nursing,HullNursing,Hull,The official Twitter for the BSc (Hons.) Nursing programmes here @uniofhull,https://t.co/4WKY0YbcGx,[],False,1962,1496,42,Mon Jul 14 08:46:57 +0000 2014,6055,,,True,False,5655,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,https://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2644622095/1473758089,"[{'url': 'https://t.co/4WKY0YbcGx', 'expanded_url': 'https://www.hull.ac.uk/faculties/subjects/health-nursing-and-midwifery.aspx', 'display_url': 'hull.ac.uk/faculties/subj…', 'indices': [0, 23]}]",Sun Jan 19 22:03:33 +0000 2020,1.2190175786701865e+18,1219017578670186496,@HullNursing @Spara_Jay @UniOfHull Team hull have got this 💪💪,False,"[35, 61]",[],[],"[{'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [0, 12]}, {'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [13, 23]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [24, 34]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2190133337534546e+18,1219013333753454595,2644622095.0,2644622095,HullNursing,1.1971344673133404e+18,1197134467313340421,Sophie Tomlin,SophieTomlin2,,"First Year Student MHN
💖",,[],False,35.0,117.0,0.0,Wed Nov 20 12:48:05 +0000 2019,221.0,,,False,False,51.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,https://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,https://pbs.twimg.com/profile_banners/1197134467313340421/1578927078,,,,,,,,,,,,,,,,,,,,
273,Sun Jan 19 22:03:33 +0000 2020,1219017578670186496,1219017578670186496,@HullNursing @Spara_Jay @UniOfHull Team hull have got this 💪💪,False,"[35, 61]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2190133337534546e+18,1219013333753454595,2644622095.0,2644622095,HullNursing,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [0, 12]}, {'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [13, 23]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [24, 34]}]",[],en,recent,1197134467313340421,1197134467313340421,Sophie Tomlin,SophieTomlin2,,"First Year Student MHN
💖",,[],False,35,117,0,Wed Nov 20 12:48:05 +0000 2019,221,,,False,False,51,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,https://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1197134467313340421/1578927078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Sun Jan 19 21:46:41 +0000 2020,1219013333753454595,1219013333753454595,@Spara_Jay @SophieTomlin2 @UniOfHull P.s. pls join Team Hull 🙏💪🏼🔥,False,"[37, 65]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2190125997544325e+18,1219012599754432513,2644622095.0,2644622095,HullNursing,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [0, 10]}, {'screen_name': 'SophieTomlin2', 'name': 'Sophie Tomlin', 'id': 1197134467313340421, 'id_str': '1197134467313340421', 'indices': [11, 25]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [26, 36]}]",[],en,recent,2644622095,2644622095,Uni of Hull Nursing,HullNursing,Hull,The official Twitter for the BSc (Hons.) Nursing programmes here @uniofhull,https://t.co/4WKY0YbcGx,[],False,1962,1496,42,Mon Jul 14 08:46:57 +0000 2014,6055,,,True,False,5655,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,https://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2644622095/1473758089,"[{'url': 'https://t.co/4WKY0YbcGx', 'expanded_url': 'https://www.hull.ac.uk/faculties/subjects/health-nursing-and-midwifery.aspx', 'display_url': 'hull.ac.uk/faculties/subj…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097da6f0431b04b0,https://api.twitter.com/1.1/geo/id/097da6f0431b04b0.json,city,Walkington,"Walkington, England",GB,United Kingdom,[],Polygon,"[[[-0.49712, 53.816574], [-0.4531362, 53.816574], [-0.4531362, 53.8290128], [-0.49712, 53.8290128]]]"
275,Sun Jan 19 21:45:54 +0000 2020,1219013136495198208,1219013136495198208,@HullNursing @Spara_Jay @UniOfHull Exactly that @Spara_Jay 😂🙊,False,"[35, 61]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2190125997544325e+18,1219012599754432513,2644622095.0,2644622095,HullNursing,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [0, 12]}, {'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [13, 23]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [24, 34]}, {'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [48, 58]}]",[],en,recent,1197134467313340421,1197134467313340421,Sophie Tomlin,SophieTomlin2,,"First Year Student MHN
💖",,[],False,35,117,0,Wed Nov 20 12:48:05 +0000 2019,221,,,False,False,51,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,https://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1197134467313340421/1578927078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Sun Jan 19 21:43:46 +0000 2020,1219012599754432513,1219012599754432513,"@Spara_Jay @SophieTomlin2 @UniOfHull Never mind taking a peek!!! Get signed up, you’ll *love* it!!
It’s:
Engaging
Cleverly designed
A great way to visit new material
Great for your cv
Fun
FREE

What’s not to love?!! We’re all cheering you on too! 🌟
#AllOurHealth",False,"[37, 262]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2189985469737656e+18,1218998546973765632,9.496792699528724e+17,949679269952872450,Spara_Jay,,,,,False,0,4,False,False,en,"[{'text': 'AllOurHealth', 'indices': [249, 262]}]",[],"[{'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [0, 10]}, {'screen_name': 'SophieTomlin2', 'name': 'Sophie Tomlin', 'id': 1197134467313340421, 'id_str': '1197134467313340421', 'indices': [11, 25]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [26, 36]}]",[],en,recent,2644622095,2644622095,Uni of Hull Nursing,HullNursing,Hull,The official Twitter for the BSc (Hons.) Nursing programmes here @uniofhull,https://t.co/4WKY0YbcGx,[],False,1962,1496,42,Mon Jul 14 08:46:57 +0000 2014,6055,,,True,False,5655,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,https://pbs.twimg.com/profile_images/768756927971135489/U4LDSSSt_normal.jpg,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2644622095/1473758089,"[{'url': 'https://t.co/4WKY0YbcGx', 'expanded_url': 'https://www.hull.ac.uk/faculties/subjects/health-nursing-and-midwifery.aspx', 'display_url': 'hull.ac.uk/faculties/subj…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,097da6f0431b04b0,https://api.twitter.com/1.1/geo/id/097da6f0431b04b0.json,city,Walkington,"Walkington, England",GB,United Kingdom,[],Polygon,"[[[-0.49712, 53.816574], [-0.4531362, 53.816574], [-0.4531362, 53.8290128], [-0.49712, 53.8290128]]]"
277,Sun Jan 19 20:47:56 +0000 2020,1218998546973765632,1218998546973765632,@SophieTomlin2 @UniOfHull @HullNursing Thanks! I will take a peek 😊,False,"[39, 67]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2189959113612861e+18,1218995911361286147,1.1971344673133404e+18,1197134467313340421,SophieTomlin2,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'SophieTomlin2', 'name': 'Sophie Tomlin', 'id': 1197134467313340421, 'id_str': '1197134467313340421', 'indices': [0, 14]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [15, 25]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [26, 38]}]",[],en,recent,949679269952872450,949679269952872450,Jason Barr,Spara_Jay,Kingsto,"Former Community First Responder, Dad, Husband, Student Paramedic.",,[],False,105,116,1,Sat Jan 06 16:29:16 +0000 2018,446,,,False,False,133,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1068158632330702848/2vpwUSVO_normal.jpg,https://pbs.twimg.com/profile_images/1068158632330702848/2vpwUSVO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Sun Jan 19 20:37:27 +0000 2020,1218995911361286147,1218995911361286147,"@Spara_Jay @UniOfHull @HullNursing Jay get signed up to it!! It's a e-learning course, it looks really interesting :)",False,"[35, 117]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2189951111929405e+18,1218995111192940546,9.496792699528724e+17,949679269952872450,Spara_Jay,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Spara_Jay', 'name': 'Jason Barr', 'id': 949679269952872450, 'id_str': '949679269952872450', 'indices': [0, 10]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [11, 21]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [22, 34]}]",[],en,recent,1197134467313340421,1197134467313340421,Sophie Tomlin,SophieTomlin2,,"First Year Student MHN
💖",,[],False,35,117,0,Wed Nov 20 12:48:05 +0000 2019,221,,,False,False,51,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,https://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1197134467313340421/1578927078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Sun Jan 19 20:34:16 +0000 2020,1218995111192940546,1218995111192940546,@SophieTomlin2 @UniOfHull @HullNursing #allourhealth? What am I missing!?!,False,"[39, 74]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2189646073201828e+18,1218964607320182784,1.1971344673133404e+18,1197134467313340421,SophieTomlin2,,,,,False,0,2,False,False,en,"[{'text': 'allourhealth', 'indices': [39, 52]}]",[],"[{'screen_name': 'SophieTomlin2', 'name': 'Sophie Tomlin', 'id': 1197134467313340421, 'id_str': '1197134467313340421', 'indices': [0, 14]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [15, 25]}, {'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [26, 38]}]",[],en,recent,949679269952872450,949679269952872450,Jason Barr,Spara_Jay,Kingsto,"Former Community First Responder, Dad, Husband, Student Paramedic.",,[],False,105,116,1,Sat Jan 06 16:29:16 +0000 2018,446,,,False,False,133,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1068158632330702848/2vpwUSVO_normal.jpg,https://pbs.twimg.com/profile_images/1068158632330702848/2vpwUSVO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Sun Jan 19 19:45:43 +0000 2020,1218982891000147968,1218982891000147968,"@HullNursing @laurastunurse @UniOfHull 😂😂 dont worry, crazy lady with 5 children over here 😅 I'll be glad of the 20 mins peace to take part haha.",False,"[39, 145]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2189821847463895e+18,1218982184746389504,2644622095.0,2644622095,HullNursing,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'HullNursing', 'name': 'Uni of Hull Nursing', 'id': 2644622095, 'id_str': '2644622095', 'indices': [0, 12]}, {'screen_name': 'laurastunurse', 'name': 'Laura Greaves', 'id': 1216429088140820481, 'id_str': '1216429088140820481', 'indices': [13, 27]}, {'screen_name': 'UniOfHull', 'name': 'University of Hull', 'id': 59761280, 'id_str': '59761280', 'indices': [28, 38]}]",[],en,recent,1197134467313340421,1197134467313340421,Sophie Tomlin,SophieTomlin2,,"First Year Student MHN
💖",,[],False,35,117,0,Wed Nov 20 12:48:05 +0000 2019,221,,,False,False,51,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,https://pbs.twimg.com/profile_images/1216733195481354240/tA1gJ-9N_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/1197134467313340421/1578927078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
