,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url
0,Sun Jan 26 00:22:29 +0000 2020,1221226869481181184,1221226869481181184,@nfoura @SarahB_RU @SarahB_RU is an awesome resource. I enjoyed the opportunity working with her @mizzou.,False,"[19, 105]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221071444635005e+18,1221071444635004928,29551555.0,29551555,nfoura,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'nfoura', 'name': 'N4A', 'id': 29551555, 'id_str': '29551555', 'indices': [0, 7]}, {'screen_name': 'SarahB_RU', 'name': 'Sarah Baumgartner', 'id': 108973671, 'id_str': '108973671', 'indices': [8, 18]}, {'screen_name': 'SarahB_RU', 'name': 'Sarah Baumgartner', 'id': 108973671, 'id_str': '108973671', 'indices': [19, 29]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [97, 104]}]",[],en,recent,23694902,23694902,#Isaiah43:19,JaysenTSpencer,"Tulsa, OK",An experienced college athletics administrator who is currently a free agent. Villanova➡️WCU➡️Mizzou➡️UNM➡️Tulsa➡️❓,,[],False,443,1261,6,Wed Mar 11 01:00:09 +0000 2009,10152,,,True,False,12680,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1151557424031117318/555Hyc-C_normal.jpg,https://pbs.twimg.com/profile_images/1151557424031117318/555Hyc-C_normal.jpg,https://pbs.twimg.com/profile_banners/23694902/1546476506,009999,FFFFFF,EFEFEF,333333,True,True,False,False,False,False,False,none,f3665f19993977ca,https://api.twitter.com/1.1/geo/id/f3665f19993977ca.json,city,Broken Arrow,"Broken Arrow, OK",US,United States,[],Polygon,"[[[-95.8685756, 35.959581], [-95.671814, 35.959581], [-95.671814, 36.11903], [-95.8685756, 36.11903]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sat Jan 25 22:41:28 +0000 2020,1221201447200706561,1221201447200706561,"@EEKinkade @Mizzou No, but followers of Confucianism, Daoism and Buddhism all celebrate this day.",False,"[19, 97]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211867780208763e+18,1221186778020876295,401411027.0,401411027,EEKinkade,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EEKinkade', 'name': 'Evelyn Kinkade', 'id': 401411027, 'id_str': '401411027', 'indices': [0, 10]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [11, 18]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sat Jan 25 19:30:41 +0000 2020,1221153433618612224,1221153433618612224,@sportsiren @KUHoops @Englishscope24 @Vol_Hoops @Mizzou needs this dude back.  This is getting ugly.,False,"[48, 100]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2208644863383306e+18,1220864486338330627,42813442.0,42813442,sportsiren,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'sportsiren', 'name': 'Holly Rowe', 'id': 42813442, 'id_str': '42813442', 'indices': [0, 11]}, {'screen_name': 'KUHoops', 'name': 'Kansas Basketball', 'id': 132981804, 'id_str': '132981804', 'indices': [12, 20]}, {'screen_name': 'Englishscope24', 'name': 'Kim English', 'id': 125383306, 'id_str': '125383306', 'indices': [21, 36]}, {'screen_name': 'Vol_Hoops', 'name': 'Tennessee Basketball', 'id': 35761328, 'id_str': '35761328', 'indices': [37, 47]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [48, 55]}]",[],en,recent,382453908,382453908,Irish Republican ⭐️⭐️⭐️,Omaha_Tiger,"Omaha, Nebraska","StL to Omaha 2002. Love: wife, Hawaii, Mizzou, StL Blues, obscure Classic Rock & DJT...1/2 Marathon PR 1:56:04. 🇺🇸 🇮🇪 🇭🇺",,[],False,264,332,10,Fri Sep 30 03:04:19 +0000 2011,17583,,,True,False,15978,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1174122294295367680/LFm8xzS-_normal.jpg,https://pbs.twimg.com/profile_images/1174122294295367680/LFm8xzS-_normal.jpg,https://pbs.twimg.com/profile_banners/382453908/1528142808,0084B4,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,none,a84b808ce3f11719,https://api.twitter.com/1.1/geo/id/a84b808ce3f11719.json,city,Omaha,"Omaha, NE",US,United States,[],Polygon,"[[[-96.234587, 41.175884], [-95.872275, 41.175884], [-95.872275, 41.375558], [-96.234587, 41.375558]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sat Jan 25 18:47:14 +0000 2020,1221142498413895680,1221142498413895680,@not_dolly_partn @Mizzou twitter do your thing,False,"[17, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211421672945009e+18,1221142167294500865,316781430.0,316781430,not_dolly_partn,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'not_dolly_partn', 'name': 't y l e r p a r t o n', 'id': 316781430, 'id_str': '316781430', 'indices': [0, 16]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [17, 24]}]",[],en,recent,269045330,269045330,Jack Gamble,jackCgamble,,Mizzou Alum and other stuff,,[],False,728,1019,1,Sun Mar 20 00:37:00 +0000 2011,6921,,,False,False,5822,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1172318608082399235/PMwXBILW_normal.jpg,https://pbs.twimg.com/profile_images/1172318608082399235/PMwXBILW_normal.jpg,https://pbs.twimg.com/profile_banners/269045330/1554359032,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sat Jan 25 16:29:13 +0000 2020,1221107769018855424,1221107769018855424,@MrsHayes814 @MIZZOUELPA @MizzouEducation @Mizzou @MizzouSISLT @iSchoolMU @MizzouAlumni Congrats!,False,"[88, 97]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2209019531333181e+18,1220901953133318145,3085393694.0,3085393694,MrsHayes814,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'MrsHayes814', 'name': 'Samantha Hayes', 'id': 3085393694, 'id_str': '3085393694', 'indices': [0, 12]}, {'screen_name': 'MIZZOUELPA', 'name': 'MIZZOU ELPA', 'id': 989572680, 'id_str': '989572680', 'indices': [13, 24]}, {'screen_name': 'MizzouEducation', 'name': 'Mizzou Education', 'id': 67539981, 'id_str': '67539981', 'indices': [25, 41]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [42, 49]}, {'screen_name': 'MizzouSISLT', 'name': 'Mizzou SISLT', 'id': 2835940189, 'id_str': '2835940189', 'indices': [50, 62]}, {'screen_name': 'iSchoolMU', 'name': 'Mizzou SISLT', 'id': 2303592193, 'id_str': '2303592193', 'indices': [63, 73]}, {'screen_name': 'MizzouAlumni', 'name': 'Mizzou Alumni', 'id': 22930958, 'id_str': '22930958', 'indices': [74, 87]}]",[],en,recent,2732736696,2732736696,Mr. Gunasingham,MrGHWHS,"St Louis, MO",@OISEUofT alumni and Chemistry Teacher at Hazelwood West High School @HazelwoodSD • Robotics @team2408 • Ultimate Frisbee @ultimateSTL,https://t.co/OPij0eAybA,[],False,753,969,14,Thu Aug 14 20:36:42 +0000 2014,9597,,,True,False,3009,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/646086024133656576/NWOeuPfU_normal.jpg,https://pbs.twimg.com/profile_images/646086024133656576/NWOeuPfU_normal.jpg,https://pbs.twimg.com/profile_banners/2732736696/1497557371,B30000,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/OPij0eAybA', 'expanded_url': 'https://goo.gl/6umszB', 'display_url': 'goo.gl/6umszB', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Sat Jan 25 13:17:43 +0000 2020,1221059576897949696,1221059576897949696,@Mizzou Woo hoo!!!  This looks like so much fun!!!  🙏🏻🙏🏻🙏🏻🇱🇷🇱🇷🇱🇷👏👏👏🖤💛🐯⛄️☃️🌨🌧❄️,False,"[8, 78]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220888542873899e+18,1220888542873899008,23620660.0,23620660,Mizzou,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,1082935529040240640,1082935529040240640,Cheryl Floyd,CherylF86066945,"Mission, KS","Kansas City native, major sports fan - especially KC Chiefs, KC Royals and MU Tigers!!! Playing in this snow or watching our fav teams play is the best!",,[],False,385,491,0,Wed Jan 09 09:42:04 +0000 2019,7,,,True,False,4108,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1091343813786984448/Aqu2YF0E_normal.jpg,https://pbs.twimg.com/profile_images/1091343813786984448/Aqu2YF0E_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Fri Jan 24 20:48:54 +0000 2020,1220810731328688128,1220810731328688128,@Mizzou I tip my cap to the staff who helped keep the sidewalks safe for students to walk around campus today! 👏👏,False,"[0, 113]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,23620660.0,23620660,Mizzou,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,1608826890,1608826890,Grayson Rainey,GraysonRainey,"Columbia, MO",TES '18 Mizzou ‘22 KCOU 88.1 FM contributor. Avid Golf fan. 1 Peter 5:7,,[],False,170,979,0,Sat Jul 20 19:07:12 +0000 2013,3587,,,True,False,3574,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1178912652426436609/GYAVGgdv_normal.jpg,https://pbs.twimg.com/profile_images/1178912652426436609/GYAVGgdv_normal.jpg,https://pbs.twimg.com/profile_banners/1608826890/1572683606,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Fri Jan 24 05:03:15 +0000 2020,1220572751297236992,1220572751297236992,RT @hannahnicoole: @Mizzou close campus,False,"[0, 39]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'hannahnicoole', 'name': 'Hannah Humphrey', 'id': 1128697506, 'id_str': '1128697506', 'indices': [3, 17]}, {'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [19, 26]}]",[],en,recent,2340725329,2340725329,amanda cornell,amandaskylar__,Missouri ,"•mizzou•
como•
mommy to olivia",,[],False,302,320,1,Wed Feb 12 17:57:34 +0000 2014,6295,,,True,False,272,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1200593365076721665/-NmhDTaf_normal.jpg,https://pbs.twimg.com/profile_images/1200593365076721665/-NmhDTaf_normal.jpg,https://pbs.twimg.com/profile_banners/2340725329/1578343762,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,Fri Jan 24 04:56:07 +0000 2020,1.2205709564244132e+18,1220570956424413184,@Mizzou close campus,False,"[0, 20]",[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,23620660.0,23620660,Mizzou,1128697506.0,1128697506,Hannah Humphrey,hannahnicoole,,,https://t.co/6OTozzFVym,[],False,1051.0,669.0,3.0,Mon Jan 28 17:29:06 +0000 2013,42849.0,,,False,False,9068.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1193318219223904256/nUCPD5UN_normal.jpg,https://pbs.twimg.com/profile_images/1193318219223904256/nUCPD5UN_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,5.0,False,False,en,"[{'url': 'https://t.co/6OTozzFVym', 'expanded_url': 'http://vimeo.com/humphreyhannah', 'display_url': 'vimeo.com/humphreyhannah', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1128697506/1576457543
29,Fri Jan 24 03:46:06 +0000 2020,1220553335054512129,1220553335054512129,@Mizzou cancel class pls,False,"[0, 24]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,23620660.0,23620660,Mizzou,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,4867190819,4867190819,Chloë Wilson,chloe_suee,,mizzou agriculture • insta: chloe.suee,,[],False,450,323,1,Sun Jan 31 19:45:36 +0000 2016,7687,,,False,False,2094,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1206344420204990464/MtMZZX2H_normal.jpg,https://pbs.twimg.com/profile_images/1206344420204990464/MtMZZX2H_normal.jpg,https://pbs.twimg.com/profile_banners/4867190819/1578805991,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Fri Jan 24 02:34:23 +0000 2020,1220535285924024320,1220535285924024320,"@Mizzou ""It's time for a change! It's time for us to rise up and make a difference! It's time to recommit ourselves to the dream! Let's finish the work.""",False,"[8, 153]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205349837286236e+18,1220534983728623616,205428550.0,205428550,mizzoudiversity,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Fri Jan 24 02:33:11 +0000 2020,1220534983728623616,1220534983728623616,"@Mizzou ""How do we keep the dream alive? By standing firmly and knowing that some things are not negotiable as a part of our assignment.""",False,"[8, 137]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220534564717658e+18,1220534564717658112,205428550.0,205428550,mizzoudiversity,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Fri Jan 24 02:31:31 +0000 2020,1220534564717658112,1220534564717658112,"@Mizzou ""While morality can not be legislated, behavior can be regulated.""",False,"[8, 74]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205343929818358e+18,1220534392981835776,205428550.0,205428550,mizzoudiversity,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Fri Jan 24 02:30:50 +0000 2020,1220534392981835776,1220534392981835776,"@Mizzou ""We have to leave here tonight ready to make a difference. We've got to rise up and speak out where we see things that aren't appropriate.""",False,"[8, 147]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205339212191334e+18,1220533921219133440,205428550.0,205428550,mizzoudiversity,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'Mizzou', 'name': 'Mizzou', 'id': 23620660, 'id_str': '23620660', 'indices': [0, 7]}]",[],en,recent,205428550,205428550,Mizzou IDE,mizzoudiversity,"Columbia, Missouri","The University of Missouri's Division of Inclusion, Diversity & Equity. Learn more: https://t.co/G89y18WIST. Mizzou Social Media Guidelines: https://t.co/qvUztLvQTb.",https://t.co/G89y18F81l,"[{'url': 'https://t.co/G89y18WIST', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [84, 107]}, {'url': 'https://t.co/qvUztLvQTb', 'expanded_url': 'http://bit.ly/mizzousocial', 'display_url': 'bit.ly/mizzousocial', 'indices': [141, 164]}]",False,3569,341,53,Wed Oct 20 21:35:29 +0000 2010,6233,,,True,False,5267,,False,False,False,333333,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_images/1216746083797258246/-1oLah6H_normal.jpg,https://pbs.twimg.com/profile_banners/205428550/1578582298,F1B82D,FFFFFF,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,"[{'url': 'https://t.co/G89y18F81l', 'expanded_url': 'http://diversity.missouri.edu', 'display_url': 'diversity.missouri.edu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
